problem,size,seed,n_units,n_test_units,units_per_param,psi,J,var,G_test,G_train,a_domain,a_test,loss_upper,c_domain,t_max_domain,c_test,t_max_test,hoeffding_at_1,outside_support,fold,prior_std,J_softmax_N1,n_cert_units,bound,continuous_bound,selected,J_max
burgers,24.0,15,24,120,3.0,PAC hyperprior,0.26172591295398,,,,,,,,,,,,,0.0,0.125,0.26261350994260924,12.0,,,True,0.3432578211447268
burgers,24.0,15,24,120,3.0,PAC hyperprior,0.2708282372924903,,,,,,,,,,,,,0.0,0.25,0.2789273420853266,12.0,,,False,0.4691170613386557
burgers,24.0,15,24,120,3.0,PAC hyperprior,0.295795918574992,,,,,,,,,,,,,0.0,0.5,0.4557004274712035,12.0,,,False,0.8441148817156252
burgers,24.0,15,24,120,3.0,PAC hyperprior,0.34788121294219077,,,,,,,,,,,,,0.0,1.0,0.9455278659022616,12.0,,,False,1.3891101466529543
burgers,24.0,15,24,120,3.0,PAC hyperposterior,0.24129624133593397,,,,-3.1438698904954574,,,,,,,,0.0172821044921875,1.0,0.25,0.26761509920181425,12.0,3.254020821244275,2.8566898823462346,,
burgers,24.0,15,24,120,3.0,PAC hyperprior,0.23495059204592716,,,,,,,,,,,,,1.0,0.125,0.2390911216573012,12.0,,,False,0.36485625017742507
burgers,24.0,15,24,120,3.0,PAC hyperprior,0.24968121522523817,,,,,,,,,,,,,1.0,0.25,0.29110859292319957,12.0,,,True,0.5625323336900045
burgers,24.0,15,24,120,3.0,PAC hyperprior,0.2929153646631217,,,,,,,,,,,,,1.0,0.5,0.7822432911949407,12.0,,,False,1.2778476348681425
burgers,24.0,15,24,120,3.0,PAC hyperprior,0.33751756910622555,,,,,,,,,,,,,1.0,1.0,1.3279687791536168,12.0,,,False,1.8299930223913714
burgers,24.0,16,24,120,3.0,fitted ellipse,0.3918470489119965,0.9504180928549191,-1.799908453153198,-1.980415360362257,-7.094950955559812,-7.094950955559812,5.560681631015528,1.7650141674688713,0.5665676901812384,1.7650141674688713,0.5665676901812384,20.020629520798455,0.016666666666666666,,,,,,,,
burgers,24.0,16,24,120,3.0,PAC hyperposterior,0.2782731964231292,,,,-3.1438698904954574,,,,,,,,0.02065277099609375,0.0,0.125,0.28203046884493843,12.0,3.8951974323861456,3.5419070203678658,,
burgers,24.0,16,24,120,3.0,PAC hyperprior,0.27848380782120075,,,,,,,,,,,,,0.0,0.125,0.2822403384025524,12.0,,,True,0.3922216995134207
burgers,24.0,16,24,120,3.0,PAC hyperprior,0.28463462966790326,,,,,,,,,,,,,0.0,0.25,0.311280332965898,12.0,,,False,0.6182828788018728
burgers,24.0,16,24,120,3.0,PAC hyperprior,0.31238639319016315,,,,,,,,,,,,,0.0,0.5,0.5316585706151505,12.0,,,False,0.9808259835975033
burgers,24.0,16,24,120,3.0,PAC hyperprior,0.34324102810663704,,,,,,,,,,,,,0.0,1.0,0.8047519821087894,12.0,,,False,1.2054994275592792
burgers,24.0,16,24,120,3.0,PAC hyperposterior,0.13843908063589994,,,,-3.1438698904954574,,,,,,,,0.012085469563802083,1.0,1.0,0.14136157386137374,12.0,3.8951974323861456,3.5419070203678658,,
burgers,24.0,16,24,120,3.0,PAC hyperprior,0.35749101517822984,,,,,,,,,,,,,1.0,0.125,0.36478569781959186,12.0,,,False,0.47103476709341674
burgers,24.0,16,24,120,3.0,PAC hyperprior,0.35258596845177936,,,,,,,,,,,,,1.0,0.25,0.3796964960856672,12.0,,,False,0.5570711248609372
burgers,24.0,16,24,120,3.0,PAC hyperprior,0.3463333987644762,,,,,,,,,,,,,1.0,0.5,0.46979702133248363,12.0,,,False,0.7861874667741491
burgers,24.0,16,24,120,3.0,PAC hyperprior,0.32564594807719627,,,,,,,,,,,,,1.0,1.0,0.6445792920262637,12.0,,,True,1.0760484952584246
burgers,24.0,17,24,120,3.0,fitted ellipse,0.40755898152414005,0.9025015068606042,-1.7819636665056586,-2.4052554860149007,-7.094950955559812,-7.094950955559812,5.560681631015528,1.7709957630180508,0.564654089457473,1.7709957630180508,0.564654089457473,20.020629520798455,0.019270833333333334,,,,,,,,
burgers,24.0,17,24,120,3.0,PAC hyperposterior,0.39504720619665623,,,,-3.1438698904954574,,,,,,,,0.029117329915364584,0.0,0.125,0.4052606680480944,12.0,3.2322067085382837,2.833784646788675,,
burgers,24.0,17,24,120,3.0,PAC hyperprior,0.39882685831470216,,,,,,,,,,,,,0.0,0.125,0.4098823432521424,12.0,,,True,0.5397464779139556
burgers,24.0,17,24,120,3.0,PAC hyperprior,0.40486133558662496,,,,,,,,,,,,,0.0,0.25,0.48335108946281474,12.0,,,False,0.8683993329663657
burgers,24.0,17,24,120,3.0,PAC hyperprior,0.4089017295922621,,,,,,,,,,,,,0.0,0.5,0.7915614833627295,12.0,,,False,1.2173874472169492
burgers,24.0,17,24,120,3.0,PAC hyperprior,0.4042197794893983,,,,,,,,,,,,,0.0,1.0,1.2891044922130985,12.0,,,False,1.7963386195340965
burgers,24.0,17,24,120,3.0,PAC hyperposterior,0.2388348885701632,,,,-3.1438698904954574,,,,,,,,0.027231852213541668,1.0,0.125,0.2431357801441952,12.0,3.2322067085382837,2.833784646788675,,
burgers,24.0,17,24,120,3.0,PAC hyperprior,0.24096375012267524,,,,,,,,,,,,,1.0,0.125,0.245416313292362,12.0,,,True,0.32051874134634684
burgers,24.0,17,24,120,3.0,PAC hyperprior,0.24979076646954948,,,,,,,,,,,,,1.0,0.25,0.27184148566314764,12.0,,,False,0.48298377986160457
burgers,24.0,17,24,120,3.0,PAC hyperprior,0.2569605350343637,,,,,,,,,,,,,1.0,0.5,0.4018178621930655,12.0,,,False,0.7673402495068595
burgers,24.0,17,24,120,3.0,PAC hyperprior,0.27701348377299323,,,,,,,,,,,,,1.0,1.0,0.8049314546165345,12.0,,,False,1.30849027031263
burgers,24.0,18,24,120,3.0,fitted ellipse,0.37194955071877267,0.8209197972011898,-1.853008594840792,-2.817916318418647,-7.094950955559812,-7.094950955559812,5.560681631015528,1.7473141202396734,0.572306941503359,1.7473141202396734,0.572306941503359,20.020629520798455,0.036458333333333336,,,,,,,,
burgers,24.0,18,24,120,3.0,PAC hyperposterior,0.30260645150874244,,,,-3.1438698904954574,,,,,,,,0.017577616373697917,0.0,1.0,0.5454158783406917,12.0,3.679157332677255,3.306571060333978,,
burgers,24.0,18,24,120,3.0,PAC hyperprior,0.5755151541968493,,,,,,,,,,,,,0.0,0.125,0.5974308383651722,12.0,,,False,0.7937148896424686
burgers,24.0,18,24,120,3.0,PAC hyperprior,0.5696220832981324,,,,,,,,,,,,,0.0,0.25,0.6567381026230976,12.0,,,False,0.9591120304776419
burgers,24.0,18,24,120,3.0,PAC hyperprior,0.5417987764432823,,,,,,,,,,,,,0.0,0.5,0.8037731619344136,12.0,,,False,1.2268583975829213
burgers,24.0,18,24,120,3.0,PAC hyperprior,0.4904929384356605,,,,,,,,,,,,,0.0,1.0,1.0072756543492156,12.0,,,True,1.4243071036851012
burgers,24.0,18,24,120,3.0,PAC hyperposterior,0.26547060884422824,,,,-3.1438698904954574,,,,,,,,0.017536417643229166,1.0,1.0,0.27756043197710184,12.0,3.679157332677255,3.306571060333978,,
burgers,24.0,18,24,120,3.0,PAC hyperprior,0.8605639815677623,,,,,,,,,,,,,1.0,0.125,0.8756299053579767,12.0,,,False,1.0159653332761218
burgers,24.0,18,24,120,3.0,PAC hyperprior,0.8551244847417708,,,,,,,,,,,,,1.0,0.25,0.9073405784218153,12.0,,,False,1.0953240571605605
burgers,24.0,18,24,120,3.0,PAC hyperprior,0.8137369879468823,,,,,,,,,,,,,1.0,0.5,0.968846824944268,12.0,,,False,1.1919458530488871
burgers,24.0,18,24,120,3.0,PAC hyperprior,0.7428736435362653,,,,,,,,,,,,,1.0,1.0,1.0506359231818385,12.0,,,True,1.2858520778843179
burgers,24.0,19,24,120,3.0,fitted ellipse,0.8125535021878099,2.1505533657477116,-1.4354063741129666,-2.8668465720809153,-7.094950955559812,-7.094950955559812,5.560681631015528,1.8865148604822817,0.5300779871643063,1.8865148604822817,0.5300779871643063,20.020629520798455,0.059895833333333336,,,,,,,,
burgers,24.0,19,24,120,3.0,PAC hyperposterior,0.5495212339487996,,,,-3.1438698904954574,,,,,,,,0.06177520751953125,0.0,1.0,0.8378922473313907,12.0,2.759481510023986,2.3408455646700737,,
burgers,24.0,19,24,120,3.0,PAC hyperprior,0.7823226347035102,,,,,,,,,,,,,0.0,0.125,0.8149666282505574,12.0,,,False,1.0004923470053333
burgers,24.0,19,24,120,3.0,PAC hyperprior,0.773958655626573,,,,,,,,,,,,,0.0,0.25,0.8999443512697937,12.0,,,False,1.192449401199446
burgers,24.0,19,24,120,3.0,PAC hyperprior,0.7714978568789221,,,,,,,,,,,,,0.0,0.5,1.0508604996522977,12.0,,,False,1.3945842644848874
burgers,24.0,19,24,120,3.0,PAC hyperprior,0.6869924849379159,,,,,,,,,,,,,0.0,1.0,1.1402377541557238,12.0,,,True,1.4344015779845884
burgers,24.0,19,24,120,3.0,PAC hyperposterior,0.869029043261947,,,,-3.1438698904954574,,,,,,,,0.06709340413411459,1.0,0.125,0.9476491064118674,12.0,2.759481510023986,2.3408455646700737,,
burgers,24.0,19,24,120,3.0,PAC hyperprior,0.8695225881169335,,,,,,,,,,,,,1.0,0.125,0.9425732615292537,12.0,,,True,1.223223524252485
burgers,24.0,19,24,120,3.0,PAC hyperprior,0.8783041906070286,,,,,,,,,,,,,1.0,0.25,1.1825008649002406,12.0,,,False,1.6319745293391703
burgers,24.0,19,24,120,3.0,PAC hyperprior,0.8460756463931307,,,,,,,,,,,,,1.0,0.5,1.3734531626606072,12.0,,,False,1.7758997213605854
burgers,24.0,19,24,120,3.0,PAC hyperprior,0.7547421393218181,,,,,,,,,,,,,1.0,1.0,1.5861392002351382,12.0,,,False,1.9616716743325169
burgers,40.0,0,40,120,5.0,fitted ellipse,0.35042139002227035,0.771443679564734,-1.8809497439852711,-2.4461063242306267,-7.094950955559812,-7.094950955559812,5.560681631015528,1.7380004038581802,0.5753738593961796,1.7380004038581802,0.5753738593961796,20.020629520798455,0.016666666666666666,,,,,,,,
burgers,40.0,0,40,120,5.0,PAC hyperposterior,0.21023708377320377,,,,-3.1438698904954574,,,,,,,,0.00891571044921875,0.0,1.0,0.30402733690875744,20.0,2.2887182438696727,1.8567934002850532,,
burgers,40.0,0,40,120,5.0,PAC hyperprior,0.3996862172250863,,,,,,,,,,,,,0.0,0.125,0.4190355064036071,20.0,,,False,0.5272403497587455
burgers,40.0,0,40,120,5.0,PAC hyperprior,0.3993847073531026,,,,,,,,,,,,,0.0,0.25,0.5074144059298978,20.0,,,False,0.7682876920568793
burgers,40.0,0,40,120,5.0,PAC hyperprior,0.40247606162280997,,,,,,,,,,,,,0.0,0.5,0.7390322754894898,20.0,,,False,1.0235241613426629
burgers,40.0,0,40,120,5.0,PAC hyperprior,0.36986130862989464,,,,,,,,,,,,,0.0,1.0,1.1070734819196222,20.0,,,True,1.38946273938297
burgers,40.0,0,40,120,5.0,PAC hyperposterior,0.2259206976718869,,,,-3.1438698904954574,,,,,,,,0.0140411376953125,1.0,0.25,0.23015215980505918,20.0,2.2887182438696727,1.8567934002850532,,
burgers,40.0,0,40,120,5.0,PAC hyperprior,0.2373827910101301,,,,,,,,,,,,,1.0,0.125,0.24123563332410006,20.0,,,False,0.3092373771941572
burgers,40.0,0,40,120,5.0,PAC hyperprior,0.24419730013720337,,,,,,,,,,,,,1.0,0.25,0.2671077386909705,20.0,,,True,0.4402425652417028
burgers,40.0,0,40,120,5.0,PAC hyperprior,0.2600601597623311,,,,,,,,,,,,,1.0,0.5,0.5108470466517099,20.0,,,False,0.7850624898750072
burgers,40.0,0,40,120,5.0,PAC hyperprior,0.29140686119722503,,,,,,,,,,,,,1.0,1.0,1.1110704094293284,20.0,,,False,1.4210036753174977
burgers,40.0,1,40,120,5.0,fitted ellipse,0.3841112023603719,0.9818634729501805,-1.655773773337514,-1.9691877142820822,-7.094950955559812,-7.094950955559812,5.560681631015528,1.813059060740766,0.5515540125821536,1.813059060740766,0.5515540125821536,20.020629520798455,0.00625,,,,,,,,
burgers,40.0,1,40,120,5.0,PAC hyperposterior,0.2346975922012371,,,,-3.1438698904954574,,,,,,,,0.005859375,0.0,0.5,0.2401448442203582,20.0,2.6475387273104802,2.2252661780889555,,
burgers,40.0,1,40,120,5.0,PAC hyperprior,0.23267809786621574,,,,,,,,,,,,,0.0,0.125,0.23311064691915723,20.0,,,False,0.2509028574410843
burgers,40.0,1,40,120,5.0,PAC hyperprior,0.2338602710982183,,,,,,,,,,,,,0.0,0.25,0.2353293621048517,20.0,,,False,0.28328286037152584
burgers,40.0,1,40,120,5.0,PAC hyperprior,0.24464396890404985,,,,,,,,,,,,,0.0,0.5,0.2559414897319725,20.0,,,True,0.37497889486794733
burgers,40.0,1,40,120,5.0,PAC hyperprior,0.2736352560136781,,,,,,,,,,,,,0.0,1.0,0.7316788411546952,20.0,,,False,1.0078215125664443
burgers,40.0,1,40,120,5.0,PAC hyperposterior,0.20203518032057088,,,,-3.1438698904954574,,,,,,,,0.0015874226888020833,1.0,1.0,0.20922877065973808,20.0,2.6475387273104802,2.2252661780889555,,
burgers,40.0,1,40,120,5.0,PAC hyperprior,0.2712622125118745,,,,,,,,,,,,,1.0,0.125,0.2768096178924411,20.0,,,False,0.3691021855150636
burgers,40.0,1,40,120,5.0,PAC hyperprior,0.27222888050255045,,,,,,,,,,,,,1.0,0.25,0.3136493233904202,20.0,,,False,0.5161417315196237
burgers,40.0,1,40,120,5.0,PAC hyperprior,0.2855458719526458,,,,,,,,,,,,,1.0,0.5,0.6772943349349406,20.0,,,False,0.93092095283352
burgers,40.0,1,40,120,5.0,PAC hyperprior,0.30670508395807505,,,,,,,,,,,,,1.0,1.0,1.1139134717406731,20.0,,,True,1.4208469061889435
burgers,40.0,2,40,120,5.0,fitted ellipse,0.7279826364021451,1.978674344029741,-1.8131492535495075,-2.779723500977483,-7.094950955559812,-7.094950955559812,5.560681631015528,1.760600567336768,0.56798800281695,1.760600567336768,0.56798800281695,20.020629520798455,0.06458333333333334,,,,,,,,
burgers,40.0,2,40,120,5.0,PAC hyperposterior,0.4261768083700659,,,,-3.1438698904954574,,,,,,,,0.04224802652994792,0.0,0.5,0.6628275656758691,20.0,2.286831450761649,1.8577177527389694,,
burgers,40.0,2,40,120,5.0,PAC hyperprior,0.47966496088440447,,,,,,,,,,,,,0.0,0.125,0.5068887902237144,20.0,,,False,0.6292172090737829
burgers,40.0,2,40,120,5.0,PAC hyperprior,0.4785926374721098,,,,,,,,,,,,,0.0,0.25,0.582691058317716,20.0,,,False,0.789523982442299
burgers,40.0,2,40,120,5.0,PAC hyperprior,0.47674122751373693,,,,,,,,,,,,,0.0,0.5,0.7725830799690991,20.0,,,True,1.0233070437257146
burgers,40.0,2,40,120,5.0,PAC hyperprior,0.4414827983661628,,,,,,,,,,,,,0.0,1.0,0.9560474560782047,20.0,,,False,1.2533332962985524
burgers,40.0,2,40,120,5.0,PAC hyperposterior,0.3264951039751053,,,,-3.1438698904954574,,,,,,,,0.0375762939453125,1.0,1.0,0.33821605855678194,20.0,2.286831450761649,1.8577177527389694,,
burgers,40.0,2,40,120,5.0,PAC hyperprior,0.7092894853759087,,,,,,,,,,,,,1.0,0.125,0.7237960750587981,20.0,,,False,0.8178420547151424
burgers,40.0,2,40,120,5.0,PAC hyperprior,0.7035708165507322,,,,,,,,,,,,,1.0,0.25,0.7615229077240038,20.0,,,False,0.9537577978372589
burgers,40.0,2,40,120,5.0,PAC hyperprior,0.7055928034056469,,,,,,,,,,,,,1.0,0.5,0.9788326517131034,20.0,,,False,1.2210333001269333
burgers,40.0,2,40,120,5.0,PAC hyperprior,0.6538535587151313,,,,,,,,,,,,,1.0,1.0,1.0662729847128172,20.0,,,True,1.277881101979487
burgers,40.0,3,40,120,5.0,fitted ellipse,0.25833392451725157,0.6389374271391192,-1.8543084947193584,-2.3978880593607834,-7.094950955559812,-7.094950955559812,5.560681631015528,1.7468808202801511,0.5724488977099352,1.7468808202801511,0.5724488977099352,20.020629520798455,0.036458333333333336,,,,,,,,
burgers,40.0,3,40,120,5.0,PAC hyperposterior,0.25186451165745605,,,,-3.1438698904954574,,,,,,,,0.023984273274739582,0.0,0.125,0.2578741072279651,20.0,2.2199500092329343,1.7868971371838125,,
burgers,40.0,3,40,120,5.0,PAC hyperprior,0.24945840362332566,,,,,,,,,,,,,0.0,0.125,0.25656075447287974,20.0,,,True,0.35885145767872917
burgers,40.0,3,40,120,5.0,PAC hyperprior,0.25097002409958913,,,,,,,,,,,,,0.0,0.25,0.28927911737728135,20.0,,,False,0.5277484700676212
burgers,40.0,3,40,120,5.0,PAC hyperprior,0.26521112173999584,,,,,,,,,,,,,0.0,0.5,0.4437149000080732,20.0,,,False,0.7018881417542273
burgers,40.0,3,40,120,5.0,PAC hyperprior,0.2549542059965572,,,,,,,,,,,,,0.0,1.0,0.7135929071588203,20.0,,,False,0.9905333277278308
burgers,40.0,3,40,120,5.0,PAC hyperposterior,0.263850256194302,,,,-3.1438698904954574,,,,,,,,0.042786661783854166,1.0,1.0,0.41506256961115556,20.0,2.2199500092329343,1.7868971371838125,,
burgers,40.0,3,40,120,5.0,PAC hyperprior,0.4024875703090715,,,,,,,,,,,,,1.0,0.125,0.41548672370018397,20.0,,,False,0.527391456169612
burgers,40.0,3,40,120,5.0,PAC hyperprior,0.4040938592189637,,,,,,,,,,,,,1.0,0.25,0.45392506719991577,20.0,,,False,0.6435012582185573
burgers,40.0,3,40,120,5.0,PAC hyperprior,0.3883000102663095,,,,,,,,,,,,,1.0,0.5,0.571264574927808,20.0,,,False,0.822093633684708
burgers,40.0,3,40,120,5.0,PAC hyperprior,0.3654429327396622,,,,,,,,,,,,,1.0,1.0,0.7147221573342002,20.0,,,True,0.9302953008838459
burgers,40.0,4,40,120,5.0,fitted ellipse,0.4745505561097465,1.3600409268345786,-1.8843530914428652,-2.652548387899804,-7.094950955559812,-7.094950955559812,5.560681631015528,1.7368659547056489,0.575749669852601,1.7368659547056489,0.575749669852601,20.020629520798455,0.03229166666666667,,,,,,,,
burgers,40.0,4,40,120,5.0,PAC hyperposterior,0.4784815934980197,,,,-3.1438698904954574,,,,,,,,0.061077880859375,0.0,0.125,0.4939204625844381,20.0,1.5403361130070734,1.098120778099529,,
burgers,40.0,4,40,120,5.0,PAC hyperprior,0.4762846030422922,,,,,,,,,,,,,0.0,0.125,0.4921554764383755,20.0,,,True,0.6075665908783012
burgers,40.0,4,40,120,5.0,PAC hyperprior,0.481992895149871,,,,,,,,,,,,,0.0,0.25,0.5596918403210633,20.0,,,False,0.7812256583378927
burgers,40.0,4,40,120,5.0,PAC hyperprior,0.47941395374079165,,,,,,,,,,,,,0.0,0.5,0.7135221228355443,20.0,,,False,0.9250675798557078
burgers,40.0,4,40,120,5.0,PAC hyperprior,0.44780873796424536,,,,,,,,,,,,,0.0,1.0,0.7965112833361718,20.0,,,False,0.9884936179183983
burgers,40.0,4,40,120,5.0,PAC hyperposterior,0.38382865227575846,,,,-3.1438698904954574,,,,,,,,0.04038798014322917,1.0,0.125,0.3952581789983301,20.0,1.5403361130070734,1.098120778099529,,
burgers,40.0,4,40,120,5.0,PAC hyperprior,0.38313328500990573,,,,,,,,,,,,,1.0,0.125,0.39462982890283516,20.0,,,True,0.48673129844479135
burgers,40.0,4,40,120,5.0,PAC hyperprior,0.3819149327469818,,,,,,,,,,,,,1.0,0.25,0.4157093899203309,20.0,,,False,0.5195901397659028
burgers,40.0,4,40,120,5.0,PAC hyperprior,0.3693149081949642,,,,,,,,,,,,,1.0,0.5,0.48946872831299276,20.0,,,False,0.6893487807156573
burgers,40.0,4,40,120,5.0,PAC hyperprior,0.3508134819406061,,,,,,,,,,,,,1.0,1.0,0.5775121593345925,20.0,,,False,0.8205516286273484
burgers,40.0,5,40,120,5.0,fitted ellipse,0.4244730189013399,0.861196978657547,-1.94969192838376,-2.382409111339572,-7.094950955559812,-7.094950955559812,5.560681631015528,1.7150863423920173,0.5830610245576954,1.7150863423920173,0.5830610245576954,20.020629520798455,0.011458333333333333,,,,,,,,
burgers,40.0,5,40,120,5.0,PAC hyperposterior,0.22638376761143866,,,,-3.1438698904954574,,,,,,,,0.010426839192708334,0.0,0.125,0.22787599381535206,20.0,1.8954582983094128,1.456547515802039,,
burgers,40.0,5,40,120,5.0,PAC hyperprior,0.2258926539073514,,,,,,,,,,,,,0.0,0.125,0.22771386857632775,20.0,,,True,0.28483823048528567
burgers,40.0,5,40,120,5.0,PAC hyperprior,0.23091838607751464,,,,,,,,,,,,,0.0,0.25,0.23999336202148389,20.0,,,False,0.33509774737516285
burgers,40.0,5,40,120,5.0,PAC hyperprior,0.24566277858442373,,,,,,,,,,,,,0.0,0.5,0.5708481395292377,20.0,,,False,0.8818238067305186
burgers,40.0,5,40,120,5.0,PAC hyperprior,0.2991486400841484,,,,,,,,,,,,,0.0,1.0,1.1692994997330899,20.0,,,False,1.4800990181934548
burgers,40.0,5,40,120,5.0,PAC hyperposterior,0.27060039874637976,,,,-3.1438698904954574,,,,,,,,0.011171976725260416,1.0,0.125,0.2762337600711936,20.0,1.8954582983094128,1.456547515802039,,
burgers,40.0,5,40,120,5.0,PAC hyperprior,0.2748413499076533,,,,,,,,,,,,,1.0,0.125,0.28246915539679657,20.0,,,True,0.37196408881243403
burgers,40.0,5,40,120,5.0,PAC hyperprior,0.28326873467846936,,,,,,,,,,,,,1.0,0.25,0.33773038311271886,20.0,,,False,0.532618694841247
burgers,40.0,5,40,120,5.0,PAC hyperprior,0.31121481006520135,,,,,,,,,,,,,1.0,0.5,0.6530293047533495,20.0,,,False,0.928001952351627
burgers,40.0,5,40,120,5.0,PAC hyperprior,0.368295943083474,,,,,,,,,,,,,1.0,1.0,1.0865581592282476,20.0,,,False,1.3797167112735327
burgers,40.0,6,40,120,5.0,fitted ellipse,0.24551614172547165,0.4833513018477532,-1.8006419532736397,-2.1215473290841134,-7.094950955559812,-7.094950955559812,5.560681631015528,1.7647696674287239,0.5666461853104059,1.7647696674287239,0.5666461853104059,20.020629520798455,0.003125,,,,,,,,
burgers,40.0,6,40,120,5.0,PAC hyperposterior,0.1771582657786613,,,,-3.1438698904954574,,,,,,,,0.007626851399739583,0.0,1.0,0.344496101189887,20.0,2.8255288467737163,2.4093703764157306,,
burgers,40.0,6,40,120,5.0,PAC hyperprior,0.19607563887619608,,,,,,,,,,,,,0.0,0.125,0.1970560145135678,20.0,,,False,0.2418963159723928
burgers,40.0,6,40,120,5.0,PAC hyperprior,0.19807722462993682,,,,,,,,,,,,,0.0,0.25,0.20326072209162835,20.0,,,False,0.3077151654085304
burgers,40.0,6,40,120,5.0,PAC hyperprior,0.21203189820635987,,,,,,,,,,,,,0.0,0.5,0.35219749715339516,20.0,,,False,0.6198088764374772
burgers,40.0,6,40,120,5.0,PAC hyperprior,0.24419505466487867,,,,,,,,,,,,,0.0,1.0,0.9270095639410769,20.0,,,True,1.2388247983731366
burgers,40.0,6,40,120,5.0,PAC hyperposterior,0.23797120445615055,,,,-3.1438698904954574,,,,,,,,0.003780619303385417,1.0,1.0,0.2548477857495305,20.0,2.8255288467737163,2.4093703764157306,,
burgers,40.0,6,40,120,5.0,PAC hyperprior,0.7371585443815742,,,,,,,,,,,,,1.0,0.125,0.7734080609592512,20.0,,,False,0.896021581722148
burgers,40.0,6,40,120,5.0,PAC hyperprior,0.7349710853229486,,,,,,,,,,,,,1.0,0.25,0.8828749961427288,20.0,,,False,1.0921878182207587
burgers,40.0,6,40,120,5.0,PAC hyperprior,0.7233258086362513,,,,,,,,,,,,,1.0,0.5,1.1311778810469895,20.0,,,False,1.4120783439169369
burgers,40.0,6,40,120,5.0,PAC hyperprior,0.6689939079886927,,,,,,,,,,,,,1.0,1.0,1.3445877581218246,20.0,,,True,1.6121877649683523
burgers,40.0,7,40,120,5.0,fitted ellipse,0.28885712190235413,0.6169828755754226,-1.8960706559668083,-2.289931462543181,-7.094950955559812,-7.094950955559812,5.560681631015528,1.7329600998643346,0.5770473307944513,1.7329600998643346,0.5770473307944513,20.020629520798455,0.011458333333333333,,,,,,,,
burgers,40.0,7,40,120,5.0,PAC hyperposterior,0.24376511450442517,,,,-3.1438698904954574,,,,,,,,0.012483723958333333,0.0,0.125,0.24711637706198702,20.0,2.203923902372347,1.770098897836705,,
burgers,40.0,7,40,120,5.0,PAC hyperprior,0.24438135565189364,,,,,,,,,,,,,0.0,0.125,0.24778811851130986,20.0,,,True,0.31679527190097456
burgers,40.0,7,40,120,5.0,PAC hyperprior,0.2451929560608343,,,,,,,,,,,,,0.0,0.25,0.2618338463361882,20.0,,,False,0.4138194917689004
burgers,40.0,7,40,120,5.0,PAC hyperprior,0.2546690061742425,,,,,,,,,,,,,0.0,0.5,0.40974542162303607,20.0,,,False,0.6963276038842086
burgers,40.0,7,40,120,5.0,PAC hyperprior,0.2714957455421917,,,,,,,,,,,,,0.0,1.0,0.8955453557478368,20.0,,,False,1.167931178364971
burgers,40.0,7,40,120,5.0,PAC hyperposterior,0.22752134104886518,,,,-3.1438698904954574,,,,,,,,0.009018961588541667,1.0,0.125,0.2357206079633903,20.0,2.203923902372347,1.770098897836705,,
burgers,40.0,7,40,120,5.0,PAC hyperprior,0.22683867929202414,,,,,,,,,,,,,1.0,0.125,0.23443570200312122,20.0,,,True,0.33335349903009703
burgers,40.0,7,40,120,5.0,PAC hyperprior,0.2373132031281299,,,,,,,,,,,,,1.0,0.25,0.2822398046273137,20.0,,,False,0.45536524625465
burgers,40.0,7,40,120,5.0,PAC hyperprior,0.2530578176967748,,,,,,,,,,,,,1.0,0.5,0.540741971883202,20.0,,,False,0.8357596850737901
burgers,40.0,7,40,120,5.0,PAC hyperprior,0.2826388793649941,,,,,,,,,,,,,1.0,1.0,0.7810557496149713,20.0,,,False,1.0523986162771157
burgers,40.0,8,40,120,5.0,fitted ellipse,0.3888635175447108,0.867912798304788,-1.9690997842357472,-2.462729496716249,-7.094950955559812,-7.094950955559812,5.560681631015528,1.7086170571080215,0.585268650947793,1.7086170571080215,0.585268650947793,20.020629520798455,0.014583333333333334,,,,,,,,
burgers,40.0,8,40,120,5.0,PAC hyperposterior,0.2976297072883443,,,,-3.1438698904954574,,,,,,,,0.021674092610677084,0.0,1.0,0.583447037481104,20.0,2.453822223137542,2.0267897673731823,,
burgers,40.0,8,40,120,5.0,PAC hyperprior,0.3853633842286692,,,,,,,,,,,,,0.0,0.125,0.40769767534900386,20.0,,,False,0.5381974375532064
burgers,40.0,8,40,120,5.0,PAC hyperprior,0.3982450460741189,,,,,,,,,,,,,0.0,0.25,0.5378362218971361,20.0,,,False,0.7867592380430732
burgers,40.0,8,40,120,5.0,PAC hyperprior,0.40528354181828513,,,,,,,,,,,,,0.0,0.5,0.7536780944507656,20.0,,,False,1.0440077967149746
burgers,40.0,8,40,120,5.0,PAC hyperprior,0.44280834528037566,,,,,,,,,,,,,0.0,1.0,1.0640965245492275,20.0,,,True,1.3073570775095726
burgers,40.0,8,40,120,5.0,PAC hyperposterior,0.338657168932732,,,,-3.1438698904954574,,,,,,,,0.013902791341145833,1.0,0.5,0.4131640761837291,20.0,2.453822223137542,2.0267897673731823,,
burgers,40.0,8,40,120,5.0,PAC hyperprior,0.45362293830130107,,,,,,,,,,,,,1.0,0.125,0.47591507867188393,20.0,,,False,0.6468647616015106
burgers,40.0,8,40,120,5.0,PAC hyperprior,0.457546864224519,,,,,,,,,,,,,1.0,0.25,0.5964348761113003,20.0,,,False,0.8128988569175091
burgers,40.0,8,40,120,5.0,PAC hyperprior,0.4793659225976381,,,,,,,,,,,,,1.0,0.5,1.2634990243422322,20.0,,,True,1.5366229102978286
