problem,size,seed,n_units,n_test_units,units_per_param,psi,J,var,G_test,G_train,a_domain,a_test,loss_upper,c_domain,t_max_domain,c_test,t_max_test,hoeffding_at_1,outside_support,fold,prior_std,J_softmax_N1,n_cert_units,bound,continuous_bound,selected,J_max
quartic,300.0,4,300,2000,60.0,PAC hyperprior,0.7261300105331355,,,,,,,,,,,,,0.0,0.125,0.8567735963316092,150.0,,,True,0.8983484086654681
quartic,300.0,4,300,2000,60.0,PAC hyperprior,0.7642876716357743,,,,,,,,,,,,,0.0,0.25,1.367950958810496,150.0,,,False,1.4095397442185167
quartic,300.0,4,300,2000,60.0,PAC hyperprior,0.8936179643734959,,,,,,,,,,,,,0.0,0.5,2.6913586201514677,150.0,,,False,2.732946826264511
quartic,300.0,4,300,2000,60.0,PAC hyperprior,1.0299043221855744,,,,,,,,,,,,,0.0,1.0,4.016343735286553,150.0,,,False,4.057932565775289
quartic,300.0,4,300,2000,60.0,PAC hyperposterior,0.7123987391929346,,,,1.1647322565613014,,,,,,,,0.0,1.0,0.125,0.831851238802015,150.0,6.406398673572897,5.981970666174774,,
quartic,300.0,4,300,2000,60.0,PAC hyperprior,0.7134563039034245,,,,,,,,,,,,,1.0,0.125,0.8203600336914121,150.0,,,True,0.8613477982826776
quartic,300.0,4,300,2000,60.0,PAC hyperprior,0.7289367457439074,,,,,,,,,,,,,1.0,0.25,1.0847996715189583,150.0,,,False,1.1263506351175092
quartic,300.0,4,300,2000,60.0,PAC hyperprior,0.8200170571126797,,,,,,,,,,,,,1.0,0.5,2.2604951806700386,150.0,,,False,2.299839571628068
quartic,300.0,4,300,2000,60.0,PAC hyperprior,0.9583246905296454,,,,,,,,,,,,,1.0,1.0,3.732829034693172,150.0,,,False,3.7744178655267664
quartic,300.0,5,300,2000,60.0,fitted ellipse,0.8930241574702169,1.008526416174426,4.554194439499514,4.591499371722763,-6.905973558232357,0.4894824629861602,9.680344001221918,3.820055999243957,0.261776267206008,1.354903992171118,0.7380596749128958,34.38824127288266,0.0,,,,,,,,
quartic,300.0,5,300,2000,60.0,PAC hyperposterior,0.7186978643719344,,,,1.1647322565613014,,,,,,,,0.0,0.0,0.125,0.8162438336386618,150.0,6.453948357362873,6.030566358573198,,
quartic,300.0,5,300,2000,60.0,PAC hyperprior,0.719728574590903,,,,,,,,,,,,,0.0,0.125,0.8259364834438456,150.0,,,True,0.8669075641160813
quartic,300.0,5,300,2000,60.0,PAC hyperprior,0.7515143970797538,,,,,,,,,,,,,0.0,0.25,1.6956450017495557,150.0,,,False,1.7372338325831524
quartic,300.0,5,300,2000,60.0,PAC hyperprior,0.8662766427320727,,,,,,,,,,,,,0.0,0.5,2.311592710108389,150.0,,,False,2.3531815409419856
quartic,300.0,5,300,2000,60.0,PAC hyperprior,0.9503242597982041,,,,,,,,,,,,,0.0,1.0,3.7432973568865653,150.0,,,False,3.784649431440675
quartic,300.0,5,300,2000,60.0,PAC hyperposterior,0.7110087934737572,,,,1.1647322565613014,,,,,,,,0.0,1.0,0.125,0.8086421363553411,150.0,6.453948357362873,6.030566358573198,,
quartic,300.0,5,300,2000,60.0,PAC hyperprior,0.7092637603126766,,,,,,,,,,,,,1.0,0.125,0.8084180241019886,150.0,,,True,0.8495898663133641
quartic,300.0,5,300,2000,60.0,PAC hyperprior,0.7307054503639108,,,,,,,,,,,,,1.0,0.25,1.4827837582902683,150.0,,,False,1.5243725891237325
quartic,300.0,5,300,2000,60.0,PAC hyperprior,0.7845644079899976,,,,,,,,,,,,,1.0,0.5,2.220406553878102,150.0,,,False,2.2617635191661467
quartic,300.0,5,300,2000,60.0,PAC hyperprior,0.9248048147643539,,,,,,,,,,,,,1.0,1.0,3.8111657563038714,150.0,,,False,3.85250104696318
quartic,300.0,6,300,2000,60.0,fitted ellipse,0.887463005769245,1.0041264532803096,4.557555928798282,4.635133767391579,-6.905973558232357,0.5001886647046194,9.680344001221918,3.821176495676879,0.26169950567092587,1.3524557546978873,0.739395722578282,34.38824127288266,0.0,,,,,,,,
quartic,300.0,6,300,2000,60.0,PAC hyperposterior,0.6895597069728662,,,,1.1647322565613014,,,,,,,,0.0,0.0,0.125,0.7839698166603867,150.0,6.496105538114227,6.073760963409493,,
quartic,300.0,6,300,2000,60.0,PAC hyperprior,0.6901469740022845,,,,,,,,,,,,,0.0,0.125,0.7898986012326804,150.0,,,True,0.8313823681737471
quartic,300.0,6,300,2000,60.0,PAC hyperprior,0.7039066513192612,,,,,,,,,,,,,0.0,0.25,1.0112261784747838,150.0,,,False,1.0526892977093674
quartic,300.0,6,300,2000,60.0,PAC hyperprior,0.769757886950464,,,,,,,,,,,,,0.0,0.5,2.3975869428775742,150.0,,,False,2.4381090009647526
quartic,300.0,6,300,2000,60.0,PAC hyperprior,0.9147741476410001,,,,,,,,,,,,,0.0,1.0,3.985277253856978,150.0,,,False,4.026866084690575
quartic,300.0,6,300,2000,60.0,PAC hyperposterior,0.7187033962970482,,,,1.1647322565613014,,,,,,,,0.0,1.0,0.125,0.7897776758058208,150.0,6.496105538114227,6.073760963409493,,
quartic,300.0,6,300,2000,60.0,PAC hyperprior,0.718517578789919,,,,,,,,,,,,,1.0,0.125,0.8121187717619238,150.0,,,True,0.8535836873327121
quartic,300.0,6,300,2000,60.0,PAC hyperprior,0.7414984503428398,,,,,,,,,,,,,1.0,0.25,1.0733927410047406,150.0,,,False,1.1145365895482815
quartic,300.0,6,300,2000,60.0,PAC hyperprior,0.829712400245531,,,,,,,,,,,,,1.0,0.5,2.3747391485435196,150.0,,,False,2.4163279793440715
quartic,300.0,6,300,2000,60.0,PAC hyperprior,0.9528946577571382,,,,,,,,,,,,,1.0,1.0,3.7855302241177857,150.0,,,False,3.82711905495138
quartic,300.0,7,300,2000,60.0,fitted ellipse,0.9240474991479246,1.0380851095955919,4.541492624249215,4.544636841434885,-6.905973558232357,0.5294273948425349,9.680344001221918,3.8158220608271907,0.26206672744672505,1.3373550764688933,0.7477445725486502,34.38824127288266,0.0,,,,,,,,
quartic,300.0,7,300,2000,60.0,PAC hyperposterior,0.7321052816014801,,,,1.1647322565613014,,,,,,,,2.490234375e-05,0.0,0.125,0.8077449313340931,150.0,6.4136302193950545,5.989351839364863,,
quartic,300.0,7,300,2000,60.0,PAC hyperprior,0.7407370250520673,,,,,,,,,,,,,0.0,0.125,0.8992351384001885,150.0,,,True,0.9408234975583181
quartic,300.0,7,300,2000,60.0,PAC hyperprior,0.7596080903960096,,,,,,,,,,,,,0.0,0.25,1.1500801443654525,150.0,,,False,1.1916678830770024
quartic,300.0,7,300,2000,60.0,PAC hyperprior,0.8382169975165519,,,,,,,,,,,,,0.0,0.5,3.1208640391663405,150.0,,,False,3.162452869999937
quartic,300.0,7,300,2000,60.0,PAC hyperprior,0.9743597682361897,,,,,,,,,,,,,0.0,1.0,3.7824429453170456,150.0,,,False,3.824031776150628
quartic,300.0,7,300,2000,60.0,PAC hyperposterior,0.7192906243915667,,,,1.1647322565613014,,,,,,,,0.0,1.0,0.125,0.8613242167322839,150.0,6.4136302193950545,5.989351839364863,,
quartic,300.0,7,300,2000,60.0,PAC hyperprior,0.719592219989317,,,,,,,,,,,,,1.0,0.125,0.7711203015183924,150.0,,,True,0.805488957649013
quartic,300.0,7,300,2000,60.0,PAC hyperprior,0.7401372523668464,,,,,,,,,,,,,1.0,0.25,1.2499412802745582,150.0,,,False,1.2915296021535188
quartic,300.0,7,300,2000,60.0,PAC hyperprior,0.8068145677502244,,,,,,,,,,,,,1.0,0.5,2.918064404435675,150.0,,,False,2.959653235269272
quartic,300.0,7,300,2000,60.0,PAC hyperprior,0.957557241045022,,,,,,,,,,,,,1.0,1.0,4.136099280540455,150.0,,,False,4.177688111374051
quartic,300.0,8,300,2000,60.0,fitted ellipse,0.9434847605535506,1.0650119176724606,4.559429539184526,4.443404817935194,-6.905973558232357,0.49740452412667024,9.680344001221918,3.821801032472294,0.2616567402393284,1.3540083383526185,0.7385478890157132,34.38824127288266,0.0,,,,,,,,
quartic,300.0,8,300,2000,60.0,PAC hyperposterior,0.7351235399235543,,,,1.1647322565613014,,,,,,,,0.0,0.0,0.125,0.8228691117831336,150.0,6.346344680940683,5.9209112519660145,,
quartic,300.0,8,300,2000,60.0,PAC hyperprior,0.7347402847313087,,,,,,,,,,,,,0.0,0.125,0.8313027266017015,150.0,,,True,0.8726363570521531
quartic,300.0,8,300,2000,60.0,PAC hyperprior,0.7512829631226781,,,,,,,,,,,,,0.0,0.25,1.401783017193919,150.0,,,False,1.4433718480275157
quartic,300.0,8,300,2000,60.0,PAC hyperprior,0.8116066633701224,,,,,,,,,,,,,0.0,0.5,1.8808227327219205,150.0,,,False,1.922411560321807
quartic,300.0,8,300,2000,60.0,PAC hyperprior,0.9453586555576989,,,,,,,,,,,,,0.0,1.0,4.119799728493886,150.0,,,False,4.161388559327483
quartic,300.0,8,300,2000,60.0,PAC hyperposterior,0.7590877454421052,,,,1.1647322565613014,,,,,,,,0.0,1.0,0.125,0.9954075912226926,150.0,6.346344680940683,5.9209112519660145,,
quartic,300.0,8,300,2000,60.0,PAC hyperprior,0.7757582112158676,,,,,,,,,,,,,1.0,0.125,1.0271708934840191,150.0,,,True,1.0664367336553635
quartic,300.0,8,300,2000,60.0,PAC hyperprior,0.8301904556848977,,,,,,,,,,,,,1.0,0.25,1.7970504726688856,150.0,,,False,1.8386393035024824
quartic,300.0,8,300,2000,60.0,PAC hyperprior,0.95886529280407,,,,,,,,,,,,,1.0,0.5,2.7534827917248665,150.0,,,False,2.795025556060038
quartic,300.0,8,300,2000,60.0,PAC hyperprior,1.1130999736966722,,,,,,,,,,,,,1.0,1.0,3.9940607332931815,150.0,,,False,4.03564956412677
quartic,300.0,9,300,2000,60.0,fitted ellipse,0.895409484664361,1.022681687295604,4.544484159097003,4.4899245020230785,-6.905973558232357,0.5075786631881162,9.680344001221918,3.816819239109787,0.2619982601621014,1.3456351653029621,0.7431434803317255,34.38824127288266,0.0,,,,,,,,
quartic,300.0,9,300,2000,60.0,PAC hyperposterior,0.7110575306363432,,,,1.1647322565613014,,,,,,,,0.00161474609375,0.0,0.125,0.8144205852558104,150.0,6.4171971636868275,5.993011586342069,,
quartic,300.0,9,300,2000,60.0,PAC hyperprior,0.717705188369347,,,,,,,,,,,,,0.0,0.125,0.9054492758209786,150.0,,,True,0.9470380968005969
quartic,300.0,9,300,2000,60.0,PAC hyperprior,0.7261220185960817,,,,,,,,,,,,,0.0,0.25,1.21087921559127,150.0,,,False,1.252468046319402
quartic,300.0,9,300,2000,60.0,PAC hyperprior,0.7665840837666233,,,,,,,,,,,,,0.0,0.5,2.4634652652331748,150.0,,,False,2.5050540960667718
quartic,300.0,9,300,2000,60.0,PAC hyperprior,0.8728085949303168,,,,,,,,,,,,,0.0,1.0,3.830710356768444,150.0,,,False,3.8722991876020405
quartic,300.0,9,300,2000,60.0,PAC hyperposterior,0.7511510359260805,,,,1.1647322565613014,,,,,,,,2.44140625e-05,1.0,0.125,0.8952245350296671,150.0,6.4171971636868275,5.993011586342069,,
quartic,300.0,9,300,2000,60.0,PAC hyperprior,0.751892509516271,,,,,,,,,,,,,1.0,0.125,0.8700781751708446,150.0,,,True,0.9113791533236668
quartic,300.0,9,300,2000,60.0,PAC hyperprior,0.7767731938230167,,,,,,,,,,,,,1.0,0.25,1.6843353930938585,150.0,,,False,1.7259242239274553
quartic,300.0,9,300,2000,60.0,PAC hyperprior,0.8870221911032081,,,,,,,,,,,,,1.0,0.5,3.256985594786887,150.0,,,False,3.2985744253837357
quartic,300.0,9,300,2000,60.0,PAC hyperprior,0.9936656028104819,,,,,,,,,,,,,1.0,1.0,3.709807504629074,150.0,,,False,3.7513963354626707
quartic,300.0,10,300,2000,60.0,fitted ellipse,0.8860116270688625,1.0055454669215238,4.543010399237459,4.534561005041772,-6.905973558232357,0.506624622727997,9.680344001221918,3.8163279858232717,0.26203198564556196,1.3454619255031541,0.7432391664491258,34.38824127288266,0.0,,,,,,,,
quartic,300.0,10,300,2000,60.0,PAC hyperposterior,0.7007924646069419,,,,1.1647322565613014,,,,,,,,9.765625e-07,0.0,0.125,0.8418578807820083,150.0,6.400037938079401,5.975568823380074,,
quartic,300.0,10,300,2000,60.0,PAC hyperprior,0.699553042035777,,,,,,,,,,,,,0.0,0.125,0.7993402237929466,150.0,,,True,0.840576821728769
quartic,300.0,10,300,2000,60.0,PAC hyperprior,0.7136649874213176,,,,,,,,,,,,,0.0,0.25,1.4876328022947263,150.0,,,False,1.5292216331283228
quartic,300.0,10,300,2000,60.0,PAC hyperprior,0.7864740764380943,,,,,,,,,,,,,0.0,0.5,3.140814523609676,150.0,,,False,3.1824033544432684
quartic,300.0,10,300,2000,60.0,PAC hyperprior,0.9577087271904858,,,,,,,,,,,,,0.0,1.0,3.8570187502015667,150.0,,,False,3.8986075810351632
quartic,300.0,10,300,2000,60.0,PAC hyperposterior,0.7093828352553285,,,,1.1647322565613014,,,,,,,,0.0,1.0,0.125,0.9884467928070635,150.0,6.400037938079401,5.975568823380074,,
quartic,300.0,10,300,2000,60.0,PAC hyperprior,0.7104231721358675,,,,,,,,,,,,,1.0,0.125,0.8597903238561624,150.0,,,True,0.9013762725330032
quartic,300.0,10,300,2000,60.0,PAC hyperprior,0.7220851623757607,,,,,,,,,,,,,1.0,0.25,1.4622458618346368,150.0,,,False,1.5038346926682333
quartic,300.0,10,300,2000,60.0,PAC hyperprior,0.8207353554515071,,,,,,,,,,,,,1.0,0.5,3.06309541355983,150.0,,,False,3.104684244393427
quartic,300.0,10,300,2000,60.0,PAC hyperprior,0.9245106073505405,,,,,,,,,,,,,1.0,1.0,4.083951211934764,150.0,,,False,4.12554004276836
quartic,300.0,11,300,2000,60.0,fitted ellipse,0.9039787167306077,1.024784612582933,4.547092671497519,4.527419444934594,-6.905973558232357,0.45278784724283094,9.680344001221918,3.8176887432432918,0.26193858830682376,1.3647682747515626,0.7327251215463931,34.38824127288266,0.0,,,,,,,,
quartic,300.0,11,300,2000,60.0,PAC hyperposterior,0.721027548612299,,,,1.1647322565613014,,,,,,,,9.765625e-06,0.0,0.125,0.8696109847146218,150.0,6.39401929918244,5.969346015851101,,
quartic,300.0,11,300,2000,60.0,PAC hyperprior,0.7246925157340323,,,,,,,,,,,,,0.0,0.125,0.8370390688918342,150.0,,,True,0.876188796003353
quartic,300.0,11,300,2000,60.0,PAC hyperprior,0.7471472034645146,,,,,,,,,,,,,0.0,0.25,1.5433048690729956,150.0,,,False,1.5848936999065923
quartic,300.0,11,300,2000,60.0,PAC hyperprior,0.815787357636798,,,,,,,,,,,,,0.0,0.5,2.7419134233829463,150.0,,,False,2.7835022542165433
quartic,300.0,11,300,2000,60.0,PAC hyperprior,0.9370417239160558,,,,,,,,,,,,,0.0,1.0,3.86638088922661,150.0,,,False,3.9079697200602066
quartic,300.0,11,300,2000,60.0,PAC hyperposterior,0.7187078779515349,,,,1.1647322565613014,,,,,,,,0.0,1.0,0.125,0.7964632297776777,150.0,6.39401929918244,5.969346015851101,,
quartic,300.0,11,300,2000,60.0,PAC hyperprior,0.7160841772063352,,,,,,,,,,,,,1.0,0.125,0.7777875560197131,150.0,,,True,0.8157476503975847
quartic,300.0,11,300,2000,60.0,PAC hyperprior,0.7328167157993248,,,,,,,,,,,,,1.0,0.25,1.53726925479479,150.0,,,False,1.5788580856283865
quartic,300.0,11,300,2000,60.0,PAC hyperprior,0.8026175664528878,,,,,,,,,,,,,1.0,0.5,3.0254918834819633,150.0,,,False,3.0670807143155603
quartic,300.0,11,300,2000,60.0,PAC hyperprior,0.939600917463753,,,,,,,,,,,,,1.0,1.0,4.057525349444799,150.0,,,False,4.099114158287035
quartic,300.0,12,300,2000,60.0,fitted ellipse,0.8978239167480471,1.0359315459044907,4.542427593036462,4.5399327475009565,-6.905973558232357,0.743318009770392,9.680344001221918,3.816133717089606,0.2620453249637843,1.26636986108869,0.7896587171936534,34.38824127288266,0.0,,,,,,,,
quartic,300.0,12,300,2000,60.0,PAC hyperposterior,0.7165652786416117,,,,1.1647322565613014,,,,,,,,0.0,0.0,0.125,0.8047231198081204,150.0,6.424247086412023,6.0002770824919835,,
quartic,300.0,12,300,2000,60.0,PAC hyperprior,0.7139761355428528,,,,,,,,,,,,,0.0,0.125,0.7824891603731144,150.0,,,True,0.820986993354694
quartic,300.0,12,300,2000,60.0,PAC hyperprior,0.7453825932888184,,,,,,,,,,,,,0.0,0.25,1.6033620098481869,150.0,,,False,1.6449500475264838
quartic,300.0,12,300,2000,60.0,PAC hyperprior,0.8305849654794104,,,,,,,,,,,,,0.0,0.5,3.194103707859289,150.0,,,False,3.235692538692886
quartic,300.0,12,300,2000,60.0,PAC hyperprior,0.9126176280759585,,,,,,,,,,,,,0.0,1.0,3.9803490937360295,150.0,,,False,4.021937924567727
quartic,300.0,12,300,2000,60.0,PAC hyperposterior,0.728594154792588,,,,1.1647322565613014,,,,,,,,0.0,1.0,0.125,0.7840656883828487,150.0,6.424247086412023,6.0002770824919835,,
quartic,300.0,12,300,2000,60.0,PAC hyperprior,0.7297393684739333,,,,,,,,,,,,,1.0,0.125,0.8147391714849128,150.0,,,True,0.8545734644546386
quartic,300.0,12,300,2000,60.0,PAC hyperprior,0.750620368755339,,,,,,,,,,,,,1.0,0.25,1.3137630534913085,150.0,,,False,1.3553518818191304
quartic,300.0,12,300,2000,60.0,PAC hyperprior,0.8097381636749781,,,,,,,,,,,,,1.0,0.5,2.8229341057927164,150.0,,,False,2.8645229366263134
quartic,300.0,12,300,2000,60.0,PAC hyperprior,0.9609169440689255,,,,,,,,,,,,,1.0,1.0,3.7737447724859075,150.0,,,False,3.8153336033195036
quartic,300.0,13,300,2000,60.0,fitted ellipse,0.9179073313195776,1.044751009027416,4.545450886503232,4.665447439792561,-6.905973558232357,0.5571291570857639,9.680344001221918,3.81714148157853,0.26197614231119953,1.3294405764724895,0.7521960873598275,34.38824127288266,0.0,,,,,,,,
quartic,300.0,13,300,2000,60.0,PAC hyperposterior,0.7182503118496278,,,,1.1647322565613014,,,,,,,,0.0,0.0,0.125,0.7906964255034374,150.0,6.53126805176433,6.109629629618744,,
quartic,300.0,13,300,2000,60.0,PAC hyperprior,0.7185376918152611,,,,,,,,,,,,,0.0,0.125,0.7886258901344113,150.0,,,True,0.8232335427898114
quartic,300.0,13,300,2000,60.0,PAC hyperprior,0.7347925384263364,,,,,,,,,,,,,0.0,0.25,1.1876432252082436,150.0,,,False,1.2292309114527082
quartic,300.0,13,300,2000,60.0,PAC hyperprior,0.8109056964252311,,,,,,,,,,,,,0.0,0.5,2.5534254864506365,150.0,,,False,2.5950143172842335
quartic,300.0,13,300,2000,60.0,PAC hyperprior,0.9520636075545061,,,,,,,,,,,,,0.0,1.0,3.422086977955947,150.0,,,False,3.4636757952929873
quartic,300.0,13,300,2000,60.0,PAC hyperposterior,0.7100844808533013,,,,1.1647322565613014,,,,,,,,0.0,1.0,0.125,0.7736195301800012,150.0,6.53126805176433,6.109629629618744,,
quartic,300.0,13,300,2000,60.0,PAC hyperprior,0.7100389286916589,,,,,,,,,,,,,1.0,0.125,0.7803425688292954,150.0,,,True,0.8181842366851182
quartic,300.0,13,300,2000,60.0,PAC hyperprior,0.7348557849186232,,,,,,,,,,,,,1.0,0.25,1.2225687255360962,150.0,,,False,1.2641575548537993
quartic,300.0,13,300,2000,60.0,PAC hyperprior,0.8231461376699414,,,,,,,,,,,,,1.0,0.5,2.7606691154757796,150.0,,,False,2.8022579463093766
quartic,300.0,13,300,2000,60.0,PAC hyperprior,0.9958010276883863,,,,,,,,,,,,,1.0,1.0,3.9219176942578042,150.0,,,False,3.9635065250914003
quartic,300.0,14,300,2000,60.0,fitted ellipse,0.9166386007861469,1.0380372594995448,4.554935681197843,4.432872696284981,-6.905973558232357,0.5681216908551012,9.680344001221918,3.820303079810067,0.2617593366570583,1.328937996780914,0.7524805539628633,34.38824127288266,0.0,,,,,,,,
quartic,300.0,14,300,2000,60.0,PAC hyperposterior,0.7199071245046147,,,,1.1647322565613014,,,,,,,,0.0,0.0,0.125,0.7896225563799122,150.0,6.35385284193605,5.928388751046357,,
quartic,300.0,14,300,2000,60.0,PAC hyperprior,0.7220443785931496,,,,,,,,,,,,,0.0,0.125,0.8179386787540395,150.0,,,True,0.8542101597659038
quartic,300.0,14,300,2000,60.0,PAC hyperprior,0.7423658972694251,,,,,,,,,,,,,0.0,0.25,1.0435538690895902,150.0,,,False,1.0851424124116722
quartic,300.0,14,300,2000,60.0,PAC hyperprior,0.8165886461435141,,,,,,,,,,,,,0.0,0.5,2.4804836031086737,150.0,,,False,2.52207243394227
quartic,300.0,14,300,2000,60.0,PAC hyperprior,0.9520201519815112,,,,,,,,,,,,,0.0,1.0,3.6026557442781937,150.0,,,False,3.642565775506478
quartic,300.0,14,300,2000,60.0,PAC hyperposterior,0.7417438226874451,,,,1.1647322565613014,,,,,,,,0.0,1.0,0.125,0.7895538696536153,150.0,6.35385284193605,5.928388751046357,,
quartic,300.0,14,300,2000,60.0,PAC hyperprior,0.7414818264734091,,,,,,,,,,,,,1.0,0.125,0.812000920040383,150.0,,,True,0.8535630505625438
quartic,300.0,14,300,2000,60.0,PAC hyperprior,0.75596249328131,,,,,,,,,,,,,1.0,0.25,1.081349228378904,150.0,,,False,1.1229380160060618
quartic,300.0,14,300,2000,60.0,PAC hyperprior,0.82680213770146,,,,,,,,,,,,,1.0,0.5,1.8880281408880315,150.0,,,False,1.9296169717118499
quartic,300.0,14,300,2000,60.0,PAC hyperprior,0.970380627707044,,,,,,,,,,,,,1.0,1.0,4.166923520021442,150.0,,,False,4.208512350855038
quartic,300.0,15,300,2000,60.0,fitted ellipse,0.9241025330752652,1.0336164238382715,4.5443958992556555,4.569265991144423,-6.905973558232357,0.5237239872706879,9.680344001221918,3.8167898191626706,0.26200027965369616,1.3402239706616559,0.746143944512729,34.38824127288266,0.0,,,,,,,,
quartic,300.0,15,300,2000,60.0,PAC hyperposterior,0.7154317976425613,,,,1.1647322565613014,,,,,,,,0.0,0.0,0.125,0.7589743796346193,150.0,6.440780958454409,6.017122123849283,,
quartic,300.0,15,300,2000,60.0,PAC hyperprior,0.7140478958046051,,,,,,,,,,,,,0.0,0.125,0.7884250638212342,150.0,,,True,0.82612666985084
quartic,300.0,15,300,2000,60.0,PAC hyperprior,0.7293902344689027,,,,,,,,,,,,,0.0,0.25,1.2668844430232915,150.0,,,False,1.3084732725602866
quartic,300.0,15,300,2000,60.0,PAC hyperprior,0.8105018573121457,,,,,,,,,,,,,0.0,0.5,2.8670601590917406,150.0,,,False,2.9086489898729955
quartic,300.0,15,300,2000,60.0,PAC hyperprior,0.915894902383153,,,,,,,,,,,,,0.0,1.0,3.8699103604646568,150.0,,,False,3.911499191298253
quartic,300.0,15,300,2000,60.0,PAC hyperposterior,0.7340732238015129,,,,1.1647322565613014,,,,,,,,0.0,1.0,0.125,0.8954639909855014,150.0,6.440780958454409,6.017122123849283,,
quartic,300.0,15,300,2000,60.0,PAC hyperprior,0.7350524336216722,,,,,,,,,,,,,1.0,0.125,0.8557365470876043,150.0,,,True,0.8972603861556294
quartic,300.0,15,300,2000,60.0,PAC hyperprior,0.7536750143756199,,,,,,,,,,,,,1.0,0.25,1.3630311088936977,150.0,,,False,1.4046199336878527
quartic,300.0,15,300,2000,60.0,PAC hyperprior,0.8235658900077742,,,,,,,,,,,,,1.0,0.5,2.7154476044872022,150.0,,,False,2.7570364353207992
quartic,300.0,15,300,2000,60.0,PAC hyperprior,0.9583638909463448,,,,,,,,,,,,,1.0,1.0,3.9558622613536456,150.0,,,False,3.9970182293734275
quartic,300.0,16,300,2000,60.0,fitted ellipse,0.853040542350243,1.003501981512586,4.5487664007040545,4.613077520103636,-6.905973558232357,0.6345937903980488,9.680344001221918,3.8182466529788037,0.26190031469545066,1.3047242034353352,0.7664455042429678,34.38824127288266,0.0,,,,,,,,
quartic,300.0,16,300,2000,60.0,PAC hyperposterior,0.6980632083161364,,,,1.1647322565613014,,,,,,,,0.0,0.0,0.125,0.7771272794188209,150.0,6.485423517056467,6.062787789232284,,
quartic,300.0,16,300,2000,60.0,PAC hyperprior,0.699414114032054,,,,,,,,,,,,,0.0,0.125,0.7631511390580806,150.0,,,True,0.8021238456277775
quartic,300.0,16,300,2000,60.0,PAC hyperprior,0.7138220855988187,,,,,,,,,,,,,0.0,0.25,1.0077851329231262,150.0,,,False,1.0493696388906013
quartic,300.0,16,300,2000,60.0,PAC hyperprior,0.7738618828933079,,,,,,,,,,,,,0.0,0.5,2.575015073172979,150.0,,,False,2.6166038391153013
quartic,300.0,16,300,2000,60.0,PAC hyperprior,0.8820669023373298,,,,,,,,,,,,,0.0,1.0,3.3926927057203233,150.0,,,False,3.4342815365014765
quartic,300.0,16,300,2000,60.0,PAC hyperposterior,0.6994765356791417,,,,1.1647322565613014,,,,,,,,0.0,1.0,0.125,0.8370346371744469,150.0,6.485423517056467,6.062787789232284,,
quartic,300.0,16,300,2000,60.0,PAC hyperprior,0.7062495104113515,,,,,,,,,,,,,1.0,0.125,0.8618495969526311,150.0,,,True,0.9034134210412965
quartic,300.0,16,300,2000,60.0,PAC hyperprior,0.7377584297840132,,,,,,,,,,,,,1.0,0.25,1.2357759586902364,150.0,,,False,1.2773644919397285
quartic,300.0,16,300,2000,60.0,PAC hyperprior,0.8413450241310285,,,,,,,,,,,,,1.0,0.5,2.741642056073745,150.0,,,False,2.783230886907342
quartic,300.0,16,300,2000,60.0,PAC hyperprior,0.9725875284882928,,,,,,,,,,,,,1.0,1.0,3.9566612864035204,150.0,,,False,3.998250112211224
quartic,300.0,17,300,2000,60.0,fitted ellipse,0.9027291303537464,1.01920784553736,4.547188466419706,4.524327936901058,-6.905973558232357,0.5255239376041142,9.680344001221918,3.8177206748840207,0.26193639743703334,1.3405548429385306,0.7459597831954226,34.38824127288266,0.0,,,,,,,,
quartic,300.0,17,300,2000,60.0,PAC hyperposterior,0.7269442774426905,,,,1.1647322565613014,,,,,,,,0.0,0.0,0.125,0.8060377280894664,150.0,6.408234299234861,5.983873260379129,,
quartic,300.0,17,300,2000,60.0,PAC hyperprior,0.7268361437003509,,,,,,,,,,,,,0.0,0.125,0.8331877099932053,150.0,,,True,0.8747710002607452
quartic,300.0,17,300,2000,60.0,PAC hyperprior,0.7580166560915882,,,,,,,,,,,,,0.0,0.25,1.5957476385232634,150.0,,,False,1.637336469356848
quartic,300.0,17,300,2000,60.0,PAC hyperprior,0.8591080172592304,,,,,,,,,,,,,0.0,0.5,2.671937740715256,150.0,,,False,2.7135265715488526
quartic,300.0,17,300,2000,60.0,PAC hyperprior,1.010772913985443,,,,,,,,,,,,,0.0,1.0,3.952649601688598,150.0,,,False,3.9942383274120985
quartic,300.0,17,300,2000,60.0,PAC hyperposterior,0.7151543886994531,,,,1.1647322565613014,,,,,,,,0.0,1.0,0.125,0.8436241073068956,150.0,6.408234299234861,5.983873260379129,,
quartic,300.0,17,300,2000,60.0,PAC hyperprior,0.7156435831676713,,,,,,,,,,,,,1.0,0.125,0.8044579254619247,150.0,,,True,0.8438820743537168
quartic,300.0,17,300,2000,60.0,PAC hyperprior,0.7613420090105276,,,,,,,,,,,,,1.0,0.25,1.6824179664467724,150.0,,,False,1.724006797280369
quartic,300.0,17,300,2000,60.0,PAC hyperprior,0.8551862755321691,,,,,,,,,,,,,1.0,0.5,3.029184648664616,150.0,,,False,3.0707734794982127
quartic,300.0,17,300,2000,60.0,PAC hyperprior,0.980412005044522,,,,,,,,,,,,,1.0,1.0,4.2034815785788044,150.0,,,False,4.245070409412401
