problem,size,seed,method,n_rows,n_units,n_params,units_per_param,failed,fit_time,rmse,coverage_95.45,width_95.45,coverage_99.9,width_99.9,interval_score,nll,zero_density,nll_floor,pp_area_signed,pp_area_abs,pit_area_signed,pit_area_abs,bound,continuous_bound,n_cert_units,moment_constant,n_stored,failure_probability,trivial_bound,lam,empirical,monte_carlo,kl,complexity,concentration,mixture_empirical,outside_support_fraction,pac_test_risk,pvi_lam,converged,n_iter,n_fev,n_skipped,n_nonfinite,termination_status,termination_message,max_iter,max_fun
quartic,10.0,1,PVI (lamb=1),10,10,5,2.0,False,4.561319292057306,107.84904604997712,0.81,137.23510798833368,0.8385,225.78761976625944,1215.6338410538676,6.742381685206754,0.0,5.759278796709332,0.1052049062468819,0.105204906246882,-0.1699263370716875,0.1704201434273727,,,,,,,,,,,,,,,,,1.0,True,20000.0,20000.0,0.0,,,,,
quartic,10.0,1,POPS ellipse (free center),10,10,5,2.0,False,0.0255746659822762,86.80286754443794,0.6935,384.1216464458115,0.722,510.21987805486685,746.5195736070563,inf,0.266,6.685155693756657,0.0165395410148321,0.0860985009860149,0.0087664978671099,0.0627865744700712,,,,,,,,,,,,,,,,,,,,,,,,,,
quartic,10.0,1,Ellipse+EB (free center),10,10,5,2.0,False,0.024227499961853,86.94017395651638,0.7625,463.21579596162144,0.788,663.8560463368099,591.4213503428952,inf,0.187,6.50055549602452,-0.013460590820745,0.0928614208995703,0.0044880519249969,0.0667848870342954,,,,,,,,,,,,,,,,,,,,,,,,,,
quartic,10.0,1,Ellipse+PAC (free center),10,10,5,2.0,False,0.90499358298257,2268.5852582258776,0.8425,10881.60197511034,0.871,15813.04786964146,11333.645962714923,8.23489572857582,0.0,7.432001911437804,-0.0901587675791614,0.0901819992495409,-0.0889731985766671,0.1479722855804344,9.680344001221918,9.680342059484222,10.0,3.5103999999999993,1024.0,0.07,9.680344001221918,2.8125,7.12993732379249,0.0398874600421048,13.392038553664383,2.510517275649628,0.0,7.022843097805902,0.0467,7.2006056606412,,,,,,,,,,
quartic,10.0,2,Bayesian ridge,10,10,5,2.0,False,0.0045618335716426,200.04427192763515,0.235,168.0405337497234,0.503,276.4705963056278,1300.7230922944275,26.69330715320345,0.0,8.12296947784723,0.2481624335888084,0.2481660188015185,-0.0003866578457485,0.2140046209587552,,,,,,,,,,,,,,,,,,,,,,,,,,
quartic,10.0,2,POPS hypercube,10,10,5,2.0,False,0.3184532918967306,200.04427192763515,0.4405,341.2524053020853,0.5465,467.55959216896935,4054.6770370500376,,,,0.048192361326211,0.0660376012202231,0.142986083984359,0.1914819785156265,,,,,,,,,,,,,,,,,,,,,,,,,,
quartic,10.0,2,POPS ellipse,10,10,5,2.0,False,0.0074628330767154,200.04427192763484,0.783,273.83974628268885,0.83,363.7349866838068,718.8513821354078,inf,0.1635,6.031011463919317,0.1486430654260945,0.1491745790293383,0.0092401952509153,0.1168833636036135,,,,,,,,,,,,,,,,,,,,,,,,,,
quartic,10.0,2,Ellipse+EB,10,10,5,2.0,False,0.009265833068639,200.04427192763464,0.8435,920.1090828542827,0.893,1574.3132106379007,1176.709343995934,6.121296203807802,0.0,5.910265935013411,0.0502617490213384,0.072489580776937,-0.0494416208811588,0.0630316218120853,,,,,,,,,,,,,,,,,,,,,,,,,,
quartic,10.0,2,Ellipse+PAC,10,10,5,2.0,False,0.2033420838415622,326.41546454211107,1.0,5426.771076255764,1.0,8293.212738869845,5426.771076255764,5.864294336250985,0.0,5.814271468286292,-0.1091484228521191,0.1091484254308545,-0.0446934945248399,0.1284105934384297,9.569608566018086,9.45936488742472,10.0,3.5103999999999993,1024.0,0.07,9.680344001221918,0.322265625,5.13131321980798,0.0321992698593522,0.0002257967428049,4.295852397757386,0.0,5.126581536717419,0.0,5.77490230008925,,,,,,,,,,
quartic,10.0,2,Bayesian stacking,10,10,5,2.0,False,0.0106732081621885,62.369172338251296,0.597,217.81946590533343,0.781,430.53295569191033,659.4464270838058,7.350335398903359,0.0,6.153254347361542,0.1673232900356176,0.1715484824502045,-0.033809823473095,0.1090996994846236,,,,,,,,,,,,,,,,,,,,,,,,,,
quartic,10.0,2,PVI,10,10,5,2.0,False,3.343422541860491,69.66515966817558,0.6185,61.217639490212875,0.7215,100.71901651710836,1073.3082971292592,9.206672103620445,0.0,6.092200352316233,0.2133100937448807,0.2133101865793533,-0.1005348591398129,0.1443298891078427,,,,,,,,,,,,,,,,,0.0,True,20000.0,20000.0,0.0,,,,,
quartic,10.0,2,PVI (lamb=1),10,10,5,2.0,False,4.656618749722838,72.0963705901061,0.607,63.95069955306694,0.723,105.21561462028836,1092.061747716012,8.899022293994218,0.0,6.085629590194844,0.2051966308543937,0.205197863222863,-0.1163388732003168,0.1471699267106279,,,,,,,,,,,,,,,,,1.0,True,20000.0,20000.0,0.0,,,,,
quartic,10.0,2,POPS ellipse (free center),10,10,5,2.0,False,0.0083763338625431,400.39194059063107,0.433,342.5327189193852,0.735,454.9782697588882,1749.9333257520527,inf,0.255,6.988146877633874,0.1592318593713691,0.15923199853534,0.1148993343780137,0.1893549049195396,,,,,,,,,,,,,,,,,,,,,,,,,,
quartic,10.0,2,Ellipse+EB (free center),10,10,5,2.0,False,0.014136207755655,398.86634434852846,0.776,800.9353719626231,0.879,1338.5861362007408,1161.2186188550425,6.4225963410687985,0.0,5.99898307266527,0.084146490231576,0.0844982962661652,0.0620412022231201,0.1022310413962271,,,,,,,,,,,,,,,,,,,,,,,,,,
quartic,10.0,2,Ellipse+PAC (free center),10,10,5,2.0,False,0.8474907916970551,2965.576928705621,1.0,17250.329317966516,1.0,28174.162833823026,17250.329317966516,6.858390372678108,0.0,6.622196209808587,-0.0913820986343104,0.0914423998691786,0.1092524604915572,0.162172349212801,9.679497841293111,9.667839196391714,10.0,3.5103999999999993,1024.0,0.07,9.680344001221918,3.75,6.2468334164534625,0.0469930884498004,8.495753111065172,3.3740126914884505,0.0,6.088092540901956,0.02805,6.494768228783289,,,,,,,,,,
quartic,10.0,3,Bayesian ridge,10,10,5,2.0,False,0.0063739162869751,48.82901684033558,0.243,36.674295992155606,0.374,60.33880192943057,822.9459964730307,211.65147485464124,0.0,8.2523114073395,0.3256217255794773,0.3256220536205541,0.0247318938321346,0.1932286125882862,,,,,,,,,,,,,,,,,,,,,,,,,,
quartic,10.0,3,POPS hypercube,10,10,5,2.0,False,0.2948444592766464,48.82901684033558,0.7825,239.02681221107105,0.96,328.99190359799996,270.76939268849617,,,,-0.0179133027351187,0.0690436951078874,0.0599068603515469,0.0777103312683087,,,,,,,,,,,,,,,,,,,,,,,,,,
quartic,10.0,3,POPS ellipse,10,10,5,2.0,False,0.0094095412641763,48.82901684033557,0.993,134.505297851977,1.0,178.6602689610479,135.92231528640107,4.622269278732239,0.0,4.627441070788823,0.0238977675761745,0.0307303341818677,0.0404032121463612,0.0469208991923103,,,,,,,,,,,,,,,,,,,,,,,,,,
quartic,10.0,3,Ellipse+EB,10,10,5,2.0,False,0.0091752088628709,48.829016840335505,1.0,162.58307365163944,1.0,247.6168348542356,162.58307365163944,4.701239244340321,0.0,4.706342321844374,-0.004633118165693,0.0233357707636092,0.0379886882937726,0.0466450246048098,,,,,,,,,,,,,,,,,,,,,,,,,,
quartic,10.0,3,Ellipse+PAC,10,10,5,2.0,False,0.2057557916268706,57.89868040685361,1.0,2341.9176059390707,1.0,5410.00436012025,2341.9176059390707,5.11424391415197,0.0,5.114975629402519,-0.112845099609171,0.1173597421530416,0.0210632245362737,0.075358705903277,9.658231499080298,9.605705381907976,10.0,3.5103999999999993,1024.0,0.07,9.680344001221918,2.5,6.0909485085776405,0.0426142968893537,0.3421027864730082,3.472142576440982,0.0,6.04611077162477,0.000625,5.115843685886392,,,,,,,,,,
quartic,10.0,3,Bayesian stacking,10,10,5,2.0,False,0.011822999920696,44.350022858564984,0.7985,100.29007131233712,0.993,166.5552015158454,201.2231223064766,5.105841530875075,0.0,5.096872169791805,0.1111866923794478,0.111189799862396,0.0306676888391007,0.0703739642186238,,,,,,,,,,,,,,,,,,,,,,,,,,
quartic,10.0,3,PVI,10,10,5,2.0,False,3.310754499863833,58.57619837160654,0.9265,121.00576549043105,0.976,199.08610973222105,325.81002735527045,5.095609359856298,0.0,5.031445156340146,0.0834275429663805,0.0850714079154818,0.013499825471648,0.0631141918723557,,,,,,,,,,,,,,,,,0.0,True,20000.0,20000.0,0.0,,,,,
quartic,10.0,3,PVI (lamb=1),10,10,5,2.0,False,4.5474387924186885,57.36329170851432,0.925,116.28966773650082,0.9725,191.32689634977208,339.7240297371445,5.143160060443095,0.0,5.050157579568613,0.1015325986302542,0.1026005470943915,-0.0106951132248076,0.0705943688779228,,,,,,,,,,,,,,,,,1.0,True,20000.0,20000.0,0.0,,,,,
quartic,10.0,3,POPS ellipse (free center),10,10,5,2.0,False,0.0133937918581068,77.43906326296498,0.7405,105.62179879828942,0.853,140.29498676118288,447.1938068034819,inf,0.128,5.349110687221515,0.0861839492163415,0.0865180123078593,-0.0101601471267812,0.0760585554479905,,,,,,,,,,,,,,,,,,,,,,,,,,
quartic,10.0,3,Ellipse+EB (free center),10,10,5,2.0,False,0.0098399999551475,77.40324465290581,0.8855,142.66711785570433,1.0,218.34423460167577,253.0243394121573,4.827199424370441,0.0,4.824199650538236,0.0278058359356691,0.0381648756899174,-0.0071899026263704,0.0262383280684654,,,,,,,,,,,,,,,,,,,,,,,,,,
quartic,10.0,3,Ellipse+PAC (free center),10,10,5,2.0,False,0.8399720001034439,1559.0706415854695,1.0,148868.06487407832,1.0,217629.57515130143,148868.06487407832,9.057282211831184,0.0,8.512772670595186,-0.261820923827713,0.2631160080867462,-0.0513218369903735,0.2036610048201705,9.680344001221918,9.680344001188548,10.0,3.5103999999999993,1024.0,0.07,9.680344001221918,5.0,8.741332344561512,0.036330795288109,929.4555725944928,0.9026808613389274,0.0,8.696009574656054,0.011925,8.258721350979886,,,,,,,,,,
quartic,10.0,4,Bayesian ridge,10,10,5,2.0,False,0.005019084084779,41.93738165750175,0.1145,20.307759640667836,0.183,33.41157214990124,1039.4825898395009,301.3918252887203,0.0,9.17753230601654,0.393461820304526,0.393461820304526,-0.1573306527578192,0.2538780142600551,,,,,,,,,,,,,,,,,,,,,,,,,,
quartic,10.0,4,POPS hypercube,10,10,5,2.0,False,0.3331197500228882,41.93738165750175,0.821,156.03963229618566,0.957,210.6749847874788,197.42819605675615,,,,0.0296218388656757,0.0537225781573663,-0.0314370117187582,0.0835165879592979,,,,,,,,,,,,,,,,,,,,,,,,,,
quartic,10.0,4,POPS ellipse,10,10,5,2.0,False,0.0151182496920228,41.93738165750175,0.835,101.00331888275576,0.922,134.16036695751907,225.8045701206153,5.095283992858478,0.0,5.00262006093845,0.098054405270342,0.0984207150848509,-0.1215408469901102,0.121540846990111,,,,,,,,,,,,,,,,,,,,,,,,,,
quartic,10.0,4,Ellipse+EB,10,10,5,2.0,False,0.0111275422386825,41.93738165750174,0.9325,141.13968003417105,1.0,223.72855057088503,154.31356162948725,4.912802525844013,0.0,4.916499535426588,0.0341573769507065,0.0395105187010812,-0.0946384903131014,0.0948207732994998,,,,,,,,,,,,,,,,,,,,,,,,,,
quartic,10.0,4,Ellipse+PAC,10,10,5,2.0,False,0.2672246252186596,38.77167334945402,1.0,657.5459300984263,1.0,2353.3187879533357,657.5459300984263,5.111339236945984,0.0,5.113154142035162,-0.0568707539069704,0.0586348918695095,-0.0514822419340471,0.0760375455790377,9.624590918252018,9.550423913546489,10.0,3.5103999999999993,1024.0,0.07,9.680344001221918,2.5,5.376215022369285,0.0485440137145196,1.0616273486729213,4.1256648774626825,0.0,5.240567932703586,0.003425,5.115033142400987,,,,,,,,,,
quartic,10.0,4,Bayesian stacking,10,10,5,2.0,False,0.019225750118494,53.20727630818467,0.576,62.042998788416035,0.7545,99.28803012569485,742.5614297750286,7.131579229202077,0.0,6.0550465535373,0.1919464326123741,0.1919464326123741,-0.239327236091769,0.2393272360917716,,,,,,,,,,,,,,,,,,,,,,,,,,
quartic,10.0,4,PVI,10,10,5,2.0,False,3.334625749848783,59.432638596343274,0.5625,42.744283826465875,0.664,70.3255183404788,1152.3154526663614,18.068617353150117,0.0,6.278704396507847,0.2527687695254115,0.2527687695254115,-0.2376945257043629,0.2380807189149766,,,,,,,,,,,,,,,,,0.0,True,20000.0,20000.0,0.0,,,,,
quartic,10.0,4,PVI (lamb=1),10,10,5,2.0,False,4.478609917219728,59.773455828467235,0.5165,43.09874799261841,0.6725,70.90870453489502,1117.91832572069,14.65196454500867,0.0,6.306059444829648,0.2524615624942518,0.2524615624942518,-0.2431308623612393,0.2433229091676166,,,,,,,,,,,,,,,,,1.0,True,20000.0,20000.0,0.0,,,,,
quartic,10.0,4,POPS ellipse (free center),10,10,5,2.0,False,0.0075313751585781,63.43330613181484,0.3805,58.49252804175627,0.4655,77.6942689919348,949.8439650118992,inf,0.4905,7.463787289538653,0.2157593623001858,0.215759363402634,-0.2058277416001349,0.2260236118039046,,,,,,,,,,,,,,,,,,,,,,,,,,
quartic,10.0,4,Ellipse+EB (free center),10,10,5,2.0,False,0.0068125408142805,63.44195705449701,0.57,86.52166205975516,0.74,132.79968900502817,661.8472058428824,inf,0.039,6.132711049984568,0.1459885976526039,0.1459889236757136,-0.1950737854189696,0.202951467249677,,,,,,,,,,,,,,,,,,,,,,,,,,
