problem,size,seed,n_units,n_test_units,units_per_param,fold,prior_std,n_prior_draws,test_unit_fraction,softmax_median,softmax_spread
burgers,80.0,2,80,120,10.0,1,0.125,64,0.25,0.3798460263827543,0.240149927430837
burgers,80.0,2,80,120,10.0,1,0.125,256,0.25,0.3631909317913399,0.21676729584216736
burgers,80.0,2,80,120,10.0,1,0.125,1024,0.25,0.4075263501052238,0.1836794279018893
burgers,80.0,2,80,120,10.0,1,0.125,4096,0.25,0.40774708058325004,0.17839925074741447
burgers,80.0,2,80,120,10.0,1,0.125,64,0.5,0.3704058079392948,0.13945884044136947
burgers,80.0,2,80,120,10.0,1,0.125,256,0.5,0.37689177831359255,0.125931549493228
burgers,80.0,2,80,120,10.0,1,0.125,1024,0.5,0.38325314474327016,0.11834101699380667
burgers,80.0,2,80,120,10.0,1,0.125,4096,0.5,0.3748006685165751,0.052050872288668726
burgers,80.0,2,80,120,10.0,1,0.125,64,1.0,0.3971094692239052,0.037301214955616724
burgers,80.0,2,80,120,10.0,1,0.125,256,1.0,0.39019555217059754,0.019850283807359537
burgers,80.0,2,80,120,10.0,1,0.125,1024,1.0,0.39283928869921403,0.008038865295232844
burgers,80.0,2,80,120,10.0,1,0.125,4096,1.0,0.39298400533098454,0.00555257710392415
ace,1.5,0,52,300,1.4444444444444444,0,0.25,64,0.25,1.726939583993,0.41156611718444225
ace,1.5,0,52,300,1.4444444444444444,0,0.25,256,0.25,1.934438540526374,0.5858954310063762
ace,1.5,0,52,300,1.4444444444444444,0,0.25,1024,0.25,1.9507503963030774,0.6672508728704056
ace,1.5,0,52,300,1.4444444444444444,0,0.25,4096,0.25,2.0115603311009997,0.35119135595884887
ace,1.5,0,52,300,1.4444444444444444,0,0.25,64,0.5,1.8639392422581404,0.40282813291744035
ace,1.5,0,52,300,1.4444444444444444,0,0.25,256,0.5,1.8911475758670675,0.3204109436335889
ace,1.5,0,52,300,1.4444444444444444,0,0.25,1024,0.5,2.0035544218168004,0.42614260999352394
ace,1.5,0,52,300,1.4444444444444444,0,0.25,4096,0.5,2.043628771011882,0.25927050152723896
ace,1.5,0,52,300,1.4444444444444444,0,0.25,64,1.0,1.8253557207980062,0.31378466432673036
ace,1.5,0,52,300,1.4444444444444444,0,0.25,256,1.0,1.9276371626232094,0.27242521032957456
ace,1.5,0,52,300,1.4444444444444444,0,0.25,1024,1.0,2.082751684779608,0.26455793156295626
ace,1.5,0,52,300,1.4444444444444444,0,0.25,4096,1.0,2.120036281860596,0.19849340574225116
ace,1.5,0,52,300,1.4444444444444444,1,0.125,64,0.25,0.7530309488814118,0.2629499488672893
ace,1.5,0,52,300,1.4444444444444444,1,0.125,256,0.25,0.7437208967003678,0.30514994865625145
ace,1.5,0,52,300,1.4444444444444444,1,0.125,1024,0.25,0.7788106441300255,0.30640823042936116
ace,1.5,0,52,300,1.4444444444444444,1,0.125,4096,0.25,0.7952758362346799,0.20242540183507685
ace,1.5,0,52,300,1.4444444444444444,1,0.125,64,0.5,0.7903458607006121,0.2902814155792032
ace,1.5,0,52,300,1.4444444444444444,1,0.125,256,0.5,0.7590181136276459,0.21755542377817638
ace,1.5,0,52,300,1.4444444444444444,1,0.125,1024,0.5,0.790435690842161,0.13435861961482176
ace,1.5,0,52,300,1.4444444444444444,1,0.125,4096,0.5,0.7954527016824906,0.2640393483617667
ace,1.5,0,52,300,1.4444444444444444,1,0.125,64,1.0,0.8093035197148493,0.022610493289410116
ace,1.5,0,52,300,1.4444444444444444,1,0.125,256,1.0,0.8097188522791819,0.010041396922662926
ace,1.5,0,52,300,1.4444444444444444,1,0.125,1024,1.0,0.8076024631072893,0.0068456159130967364
ace,1.5,0,52,300,1.4444444444444444,1,0.125,4096,1.0,0.8082635107221386,0.0035697387665626357
ace,1.5,1,52,300,1.4444444444444444,0,1.0,64,0.25,1.7753105769521529,1.405015953211339
ace,1.5,1,52,300,1.4444444444444444,0,1.0,256,0.25,2.2251230244034446,0.9082463999780492
ace,1.5,1,52,300,1.4444444444444444,0,1.0,1024,0.25,2.2274963358261815,0.9352070509772441
ace,1.5,1,52,300,1.4444444444444444,0,1.0,4096,0.25,2.660979415633059,0.5360719734766777
ace,1.5,1,52,300,1.4444444444444444,0,1.0,64,0.5,1.8400562183225238,0.9458905856089268
ace,1.5,1,52,300,1.4444444444444444,0,1.0,256,0.5,2.1258602306293257,0.5925371489737006
ace,1.5,1,52,300,1.4444444444444444,0,1.0,1024,0.5,2.219490225418664,0.7643147844641576
ace,1.5,1,52,300,1.4444444444444444,0,1.0,4096,0.5,2.5359145775129237,0.797910374572675
ace,1.5,1,52,300,1.4444444444444444,0,1.0,64,1.0,1.9306234082664642,0.8881304791226168
ace,1.5,1,52,300,1.4444444444444444,0,1.0,256,1.0,2.292919103424623,0.8037136897318695
ace,1.5,1,52,300,1.4444444444444444,0,1.0,1024,1.0,2.446493528846587,0.40751975410231944
ace,1.5,1,52,300,1.4444444444444444,0,1.0,4096,1.0,2.4165141448552214,0.3642927625471133
ace,1.5,1,52,300,1.4444444444444444,1,1.0,64,0.25,5.015073436988656,0.36155571366121375
ace,1.5,1,52,300,1.4444444444444444,1,1.0,256,0.25,5.05846348160604,0.6568306562038275
ace,1.5,1,52,300,1.4444444444444444,1,1.0,1024,0.25,5.100424094686055,0.650130837651937
ace,1.5,1,52,300,1.4444444444444444,1,1.0,4096,0.25,5.090073231288303,0.5755593872210509
ace,1.5,1,52,300,1.4444444444444444,1,1.0,64,0.5,5.07366546061388,0.2914815216294109
ace,1.5,1,52,300,1.4444444444444444,1,1.0,256,0.5,5.094799323370123,0.33327229222750443
ace,1.5,1,52,300,1.4444444444444444,1,1.0,1024,0.5,5.096659219260609,0.24410621639801988
ace,1.5,1,52,300,1.4444444444444444,1,1.0,4096,0.5,5.106316431073122,0.30557708516991156
ace,1.5,1,52,300,1.4444444444444444,1,1.0,64,1.0,5.094832517161942,0.2298427236321574
ace,1.5,1,52,300,1.4444444444444444,1,1.0,256,1.0,5.089730489702898,0.14011782904366132
ace,1.5,1,52,300,1.4444444444444444,1,1.0,1024,1.0,5.104762162496362,0.06741894476612753
ace,1.5,1,52,300,1.4444444444444444,1,1.0,4096,1.0,5.117343875409881,0.012552628678048627
ace,1.5,2,52,300,1.4444444444444444,0,1.0,64,0.25,3.262421456201311,0.9392219227270906
ace,1.5,2,52,300,1.4444444444444444,0,1.0,256,0.25,3.7848384592517696,0.7888564742463275
ace,1.5,2,52,300,1.4444444444444444,0,1.0,1024,0.25,3.8136216322079184,0.5326372208238919
ace,1.5,2,52,300,1.4444444444444444,0,1.0,4096,0.25,3.951507522227181,0.41558906961096165
ace,1.5,2,52,300,1.4444444444444444,0,1.0,64,0.5,3.2888612555743215,0.9336162239855379
ace,1.5,2,52,300,1.4444444444444444,0,1.0,256,0.5,3.4130254251432657,0.44854482268004237
ace,1.5,2,52,300,1.4444444444444444,0,1.0,1024,0.5,3.899673412801487,0.6796618792088132
ace,1.5,2,52,300,1.4444444444444444,0,1.0,4096,0.5,3.8505338787308485,0.7091513465637331
ace,1.5,2,52,300,1.4444444444444444,0,1.0,64,1.0,3.1302266797261984,0.8002995578899714
ace,1.5,2,52,300,1.4444444444444444,0,1.0,256,1.0,3.575989355918334,0.5296130061169224
ace,1.5,2,52,300,1.4444444444444444,0,1.0,1024,1.0,3.769361572015394,0.3927114595222889
ace,1.5,2,52,300,1.4444444444444444,0,1.0,4096,1.0,3.886855177493685,0.4265180209512791
ace,1.5,2,52,300,1.4444444444444444,1,0.5,64,0.25,0.9296775362532739,0.47236971178421416
ace,1.5,2,52,300,1.4444444444444444,1,0.5,256,0.25,1.218346655333431,0.979424576377137
ace,1.5,2,52,300,1.4444444444444444,1,0.5,1024,0.25,1.156563496232259,0.8122685121589148
ace,1.5,2,52,300,1.4444444444444444,1,0.5,4096,0.25,1.3041791897103625,0.47490991623262047
ace,1.5,2,52,300,1.4444444444444444,1,0.5,64,0.5,1.044023235467959,0.28679839137886143
ace,1.5,2,52,300,1.4444444444444444,1,0.5,256,0.5,1.1259640728115228,0.40507467422310217
ace,1.5,2,52,300,1.4444444444444444,1,0.5,1024,0.5,1.2519877014756897,0.3997877441766231
ace,1.5,2,52,300,1.4444444444444444,1,0.5,4096,0.5,1.195656291807404,0.32194802899240926
ace,1.5,2,52,300,1.4444444444444444,1,0.5,64,1.0,1.0706280178347618,0.26339709571048486
ace,1.5,2,52,300,1.4444444444444444,1,0.5,256,1.0,1.1718025243004733,0.27705087425913355
ace,1.5,2,52,300,1.4444444444444444,1,0.5,1024,1.0,1.2242324768093678,0.1964223365920026
ace,1.5,2,52,300,1.4444444444444444,1,0.5,4096,1.0,1.2982021909222898,0.26626129560597733
ace,20.0,0,700,300,19.444444444444443,0,0.125,64,0.25,0.6427620024625114,0.48435147812370183
ace,20.0,0,700,300,19.444444444444443,0,0.125,256,0.25,0.7059440946550799,0.1979649862033649
ace,20.0,0,700,300,19.444444444444443,0,0.125,1024,0.25,0.694324706428946,0.26734948182884244
ace,20.0,0,700,300,19.444444444444443,0,0.125,4096,0.25,0.6844275412199322,0.3073337248714231
ace,20.0,0,700,300,19.444444444444443,0,0.125,64,0.5,0.692264364522356,0.19467148611958363
ace,20.0,0,700,300,19.444444444444443,0,0.125,256,0.5,0.6944932960031674,0.16682054664479962
ace,20.0,0,700,300,19.444444444444443,0,0.125,1024,0.5,0.6525678457036519,0.23846756577577644
ace,20.0,0,700,300,19.444444444444443,0,0.125,4096,0.5,0.7166738247736051,0.20937432542244572
ace,20.0,0,700,300,19.444444444444443,0,0.125,64,1.0,0.6719490387556621,0.06330226964846519
ace,20.0,0,700,300,19.444444444444443,0,0.125,256,1.0,0.6898020316493922,0.046099176206290116
ace,20.0,0,700,300,19.444444444444443,0,0.125,1024,1.0,0.7279862441059303,0.050434522782873414
ace,20.0,0,700,300,19.444444444444443,0,0.125,4096,1.0,0.735593201585256,0.041403212112519405
ace,20.0,0,700,300,19.444444444444443,1,0.125,64,0.25,0.6272374727566512,0.2853275757591885
ace,20.0,0,700,300,19.444444444444443,1,0.125,256,0.25,0.6185133479408144,0.17957433475045514
ace,20.0,0,700,300,19.444444444444443,1,0.125,1024,0.25,0.6476067571440691,0.2762492552958491
ace,20.0,0,700,300,19.444444444444443,1,0.125,4096,0.25,0.6931195441403288,0.2981259238020474
ace,20.0,0,700,300,19.444444444444443,1,0.125,64,0.5,0.6490833504916899,0.21325800473836887
ace,20.0,0,700,300,19.444444444444443,1,0.125,256,0.5,0.6333747301541728,0.12404760281384386
ace,20.0,0,700,300,19.444444444444443,1,0.125,1024,0.5,0.6848323145466,0.15618129367177092
ace,20.0,0,700,300,19.444444444444443,1,0.125,4096,0.5,0.7383770911214853,0.12267209974068027
ace,20.0,0,700,300,19.444444444444443,1,0.125,64,1.0,0.6272718300982553,0.06277857394147102
ace,20.0,0,700,300,19.444444444444443,1,0.125,256,1.0,0.6474236086936748,0.054664861707056644
ace,20.0,0,700,300,19.444444444444443,1,0.125,1024,1.0,0.6662436037950981,0.06528579828269776
ace,20.0,0,700,300,19.444444444444443,1,0.125,4096,1.0,0.6786259192860089,0.05172232697996859
ace,20.0,1,700,300,19.444444444444443,0,0.125,64,0.25,0.6288537568949664,0.2790477451618285
ace,20.0,1,700,300,19.444444444444443,0,0.125,256,0.25,0.6570029864586355,0.3288793637032128
ace,20.0,1,700,300,19.444444444444443,0,0.125,1024,0.25,0.6673912936381361,0.3316378856985196
ace,20.0,1,700,300,19.444444444444443,0,0.125,4096,0.25,0.7414409230315897,0.38961784329093885
ace,20.0,1,700,300,19.444444444444443,0,0.125,64,0.5,0.6573026506130029,0.1586720566272627
ace,20.0,1,700,300,19.444444444444443,0,0.125,256,0.5,0.7054413341166434,0.08665719479258283
ace,20.0,1,700,300,19.444444444444443,0,0.125,1024,0.5,0.6899466589650707,0.14701655328677343
ace,20.0,1,700,300,19.444444444444443,0,0.125,4096,0.5,0.7158401076109195,0.13218045658947553
ace,20.0,1,700,300,19.444444444444443,0,0.125,64,1.0,0.678738880135092,0.048939516373658676
ace,20.0,1,700,300,19.444444444444443,0,0.125,256,1.0,0.707760689417132,0.0899370183596232
ace,20.0,1,700,300,19.444444444444443,0,0.125,1024,1.0,0.7287505464373257,0.06845662481913073
ace,20.0,1,700,300,19.444444444444443,0,0.125,4096,1.0,0.7313698438357235,0.03827391529304558
ace,20.0,1,700,300,19.444444444444443,1,0.125,64,0.25,0.7330452733081556,0.23672776476160184
ace,20.0,1,700,300,19.444444444444443,1,0.125,256,0.25,0.6603250830234053,0.2334057555937289
ace,20.0,1,700,300,19.444444444444443,1,0.125,1024,0.25,0.66722577386854,0.334461703399264
ace,20.0,1,700,300,19.444444444444443,1,0.125,4096,0.25,0.6886596316345681,0.26481791067768257
ace,20.0,1,700,300,19.444444444444443,1,0.125,64,0.5,0.6519291206862314,0.18169022743754393
ace,20.0,1,700,300,19.444444444444443,1,0.125,256,0.5,0.6578707122360085,0.15711944736525363
ace,20.0,1,700,300,19.444444444444443,1,0.125,1024,0.5,0.6912101900756313,0.1857157448172715
ace,20.0,1,700,300,19.444444444444443,1,0.125,4096,0.5,0.7276348704137321,0.220692522998725
ace,20.0,1,700,300,19.444444444444443,1,0.125,64,1.0,0.6723761056591245,0.04071111277442896
ace,20.0,1,700,300,19.444444444444443,1,0.125,256,1.0,0.6807772543320474,0.05624815109113723
ace,20.0,1,700,300,19.444444444444443,1,0.125,1024,1.0,0.7070122777214898,0.06119714943877008
ace,20.0,1,700,300,19.444444444444443,1,0.125,4096,1.0,0.7187972941555664,0.024054852973679486
ace,20.0,2,700,300,19.444444444444443,0,0.5,64,0.25,1.120521911192402,0.9322428960436041
ace,20.0,2,700,300,19.444444444444443,0,0.5,256,0.25,1.3318976769615567,0.6532649784112396
ace,20.0,2,700,300,19.444444444444443,0,0.5,1024,0.25,1.4114378753517234,0.4539867677275222
ace,20.0,2,700,300,19.444444444444443,0,0.5,4096,0.25,1.7873184800527118,0.48143596975903735
ace,20.0,2,700,300,19.444444444444443,0,0.5,64,0.5,1.110089473590265,0.5858659753247352
ace,20.0,2,700,300,19.444444444444443,0,0.5,256,0.5,1.1399922881248736,0.3911064879913775
ace,20.0,2,700,300,19.444444444444443,0,0.5,1024,0.5,1.5750651463129803,0.7515373578616806
ace,20.0,2,700,300,19.444444444444443,0,0.5,4096,0.5,1.6630023447560998,0.48627632685794286
ace,20.0,2,700,300,19.444444444444443,0,0.5,64,1.0,1.0032723930810743,0.44662845845079235
ace,20.0,2,700,300,19.444444444444443,0,0.5,256,1.0,1.331707034801684,0.469872655095227
ace,20.0,2,700,300,19.444444444444443,0,0.5,1024,1.0,1.604401242478396,0.27893636183225357
ace,20.0,2,700,300,19.444444444444443,0,0.5,4096,1.0,1.7538421159405004,0.4860063807646118
ace,20.0,2,700,300,19.444444444444443,1,0.125,64,0.25,0.8777132688088891,0.4867202967387556
ace,20.0,2,700,300,19.444444444444443,1,0.125,256,0.25,0.8265902094994402,0.4091764418395383
ace,20.0,2,700,300,19.444444444444443,1,0.125,1024,0.25,0.8040152105607686,0.3173119958391081
ace,20.0,2,700,300,19.444444444444443,1,0.125,4096,0.25,0.9081224115006056,0.21873883995784849
ace,20.0,2,700,300,19.444444444444443,1,0.125,64,0.5,0.8007377643864269,0.26166860735165653
ace,20.0,2,700,300,19.444444444444443,1,0.125,256,0.5,0.7745231993335571,0.21118466779206402
ace,20.0,2,700,300,19.444444444444443,1,0.125,1024,0.5,0.8542581501012845,0.3633151224379706
ace,20.0,2,700,300,19.444444444444443,1,0.125,4096,0.5,0.8784093488465128,0.2534645155590384
ace,20.0,2,700,300,19.444444444444443,1,0.125,64,1.0,0.7833225070913725,0.055996180608907986
ace,20.0,2,700,300,19.444444444444443,1,0.125,256,1.0,0.8058299772943774,0.058906973820520125
ace,20.0,2,700,300,19.444444444444443,1,0.125,1024,1.0,0.8291138082928493,0.06438729516025465
ace,20.0,2,700,300,19.444444444444443,1,0.125,4096,1.0,0.8495218169198673,0.048297696134832147
