N,repeat,method,sigma,n_samples,converged,n_nonfinite,train_objective,fit_time,rmse,coverage_95.45,width_95.45,coverage_99.9,width_99.9,interval_score,nll,zero_density,nll_floor
10,10,pvi,0.1,16.0,True,0,0.8791404588829055,1.4665431659668684,40.34894722405153,0.9415,111.28771713303006,0.96,183.09738032066622,123.68938749665426,8.961068530819597,0.0,4.944303338363479
10,10,pvi,0.03,16.0,True,0,6.962056698406917,1.5080333342775702,38.39391874890346,0.9625,122.50206291688846,1.0,201.54791006403497,126.87375236495699,4.83384598508317,0.0,4.838259618235764
10,10,pvi,0.01,16.0,True,0,60.37652167837408,1.517232583835721,37.92230084977831,0.952,119.79500938467368,1.0,197.0940995007017,130.68995246251816,4.891644953184587,0.0,4.895653966020262
10,10,pvi,0.003,16.0,True,0,703.9654316357819,1.5184458326548338,38.35503633667656,0.947,118.2102680141941,1.0,194.48678576567613,134.3944725464237,4.887025178941594,0.0,4.8908045323978735
10,11,POPS ellipse,,,True,0,1.580169233774761,0.011100499890744686,50.63072929227496,0.927,501.9001474234471,0.9405,647.8062221533719,529.6569128586158,inf,0.057,5.6142158951201475
10,11,Ellipse+EB,,,True,0,1.580169233774761,0.005541709251701832,50.63072929227496,1.0,550.8074359211209,1.0,744.4552279141884,550.8074359211209,5.447131346250322,0.0,5.4441787696316934
10,11,Ellipse+PAC,,,True,0,,0.08644216600805521,51.81043957178622,1.0,1139.950931744532,1.0,3515.803481955531,1139.950931744532,5.4060874493859306,0.0,5.404953945691769
10,11,Bayesian stacking,,,True,0,,0.00933841709047556,47.304202654923834,0.5955,72.4967224119352,0.8795,121.11850703729665,477.8925715526206,6.262161084976461,0.0,5.94068508483064
10,11,pacm,1.0,1.0,True,0,2.4419307974953863,0.005039500072598457,61.33723248226557,0.846,121.88213739039922,0.9525,200.52797055212434,369.17614135977465,5.284603136025584,0.0,5.239149021193827
10,11,pacm,0.3,1.0,True,0,2.706613590097665,0.006061583757400513,62.43206886169219,0.4375,37.027505298230594,0.564,60.919923551054254,1050.3978848840818,14.197536286332932,0.0,6.860137615051768
10,11,pacm,0.1,1.0,True,0,9.808750819413847,0.009582915809005499,62.536442901442875,0.1785,12.356903974382748,0.2505,20.330336580441678,1428.0993404431813,101.93880332872214,0.0,8.53074870264939
10,11,pacm,0.03,1.0,True,0,96.2457232246059,0.024120792280882597,62.54840727753833,0.063,3.7075485204808425,0.1145,6.0998863037178594,1587.0919994795927,1111.2855047393111,0.0,9.441997031268023
10,11,pacm,0.01,1.0,True,0,860.8744110623462,0.05132058309391141,62.54945749516694,0.018,1.2356254923874823,0.028,2.032926872272334,1637.15895332976,9997.998912650668,0.0,10.079798298460481
10,11,pacm,0.003,1.0,True,0,9564.172144062999,0.13514012517407537,62.549577051288324,0.0045,0.37081412579792367,0.0105,0.6100861511817813,1655.0869968235236,111013.42543073045,0.0,10.251582270869955
10,11,pacm,1.0,4.0,True,0,2.2904675240632457,0.021528832614421844,56.423198701089774,1.0,248.51154624368237,1.0,408.86644338534114,248.51154624368237,5.058003775192122,0.0,5.061306223923974
10,11,pacm,0.3,4.0,True,0,2.077215246741047,0.037781666964292526,56.68630293585035,0.8785,119.71159832687627,1.0,196.9568665106994,265.56987349056465,4.991822228127522,0.0,4.97804939618274
10,11,pacm,0.1,4.0,True,0,3.5864457516330903,0.04803845891728997,59.13209504189789,0.665,79.82024913848252,0.8765,131.3251712794928,568.9092152057974,5.884288429665727,0.0,5.532034601374553
10,11,pacm,0.03,4.0,True,0,23.686449533101857,0.061063624918460846,59.42610194888406,0.6445,72.74581502923223,0.771,119.68587822879158,623.2328686246217,6.5380916207805,0.0,5.820367442948141
10,11,pacm,0.01,4.0,True,0,189.6183473627898,0.07920562475919724,61.16837980867877,0.586,65.42427393987374,0.72,107.6400296130887,755.8490918409868,7.270385275199981,0.0,6.081623927605405
10,11,pacm,0.003,4.0,True,0,2131.136427359531,0.6467255828902125,60.84040653456034,0.526,61.91928718972624,0.694,101.8734103621653,722.7197020052143,7.194037383170196,0.0,6.283698050024042
10,11,pacm,1.0,16.0,True,0,2.2959734892683485,0.025132291950285435,51.81508284792181,1.0,305.34999853733416,1.0,502.380552440238,305.34999853733416,5.105540099882128,0.0,5.108574149191627
10,11,pacm,0.3,16.0,True,0,1.912604985425415,0.03452583309262991,62.38948749612516,0.9695,179.650217364328,1.0,295.5715601042161,183.1171417612991,4.803192042968618,0.0,4.806049239011167
10,11,pacm,0.1,16.0,True,0,2.053138239311461,0.0878293332643807,65.95642820151586,0.7345,117.6440753841678,0.977,193.5552509118254,390.4720144252826,5.3243374119567255,0.0,5.273597402297012
10,11,pacm,0.03,16.0,True,0,3.9324829293831076,0.1296967500820756,61.135198057195225,0.6455,81.6334587315847,0.7785,134.3083749521178,661.8621196326816,9.277305864272718,0.0,5.92062149177267
10,11,pacm,0.01,16.0,True,0,16.17897268625815,0.3544857921078801,63.1393056843148,0.626,72.47242470108881,0.7805,119.23607968697915,718.0506634551506,29.000032667784566,0.0,5.860018355230905
10,11,pacm,0.003,16.0,True,0,168.2434036537827,0.24810541700571775,60.9337795828512,0.536,60.438805135296,0.702,99.43763045076774,771.5301320032324,11.915876704202601,0.0,6.224432609034822
10,11,pacm,1.0,64.0,True,0,2.2798439495211955,0.040456084068864584,55.740656219080165,1.0,271.0734361515287,1.0,445.98664895368603,271.0734361515287,5.093630023413018,0.0,5.09677928188906
10,11,pacm,0.3,64.0,True,0,1.892171379347512,0.06761862523853779,60.901683502470284,1.0,192.12049679729245,1.0,316.0884289453038,192.12049679729245,4.787862870357887,0.0,4.7912333572919295
10,11,pacm,0.1,64.0,True,0,1.7962229421387992,0.1487515838816762,60.27851321324022,0.8965,163.78321206105437,1.0,269.4661894540958,285.0062137986518,4.981340489748986,0.0,4.9748741304354755
10,11,pacm,0.03,64.0,True,0,2.3671459437017033,0.48086241632699966,59.900394329584984,0.778,116.32969336065469,0.916,191.39274896241307,319.0678670366594,5.952083888693476,0.0,5.396931023154251
10,11,pacm,0.01,64.0,True,0,3.546158384294081,0.540365541819483,61.496377026201365,0.66,97.38757064978192,0.7475,160.22800647850073,704.470705059978,18.898289704387587,0.0,6.0887421163672935
10,11,pacm,0.003,64.0,True,0,18.86616723941944,0.35654991678893566,57.89497803624001,0.596,79.87095222733339,0.714,131.40859111217443,707.9173807089932,10.389778526880276,0.0,6.3650371566492465
10,11,pac2t,1.0,16.0,True,0,2.3816460370140273,0.03595637483522296,61.35002933789815,0.867,138.96210500694676,1.0,228.6289812217327,312.81660567543344,5.1720545770497335,0.0,5.1585092632766765
10,11,pac2t,0.3,16.0,True,0,2.559478700218853,0.03487474983558059,61.957418159770356,0.48,43.36338380829813,0.6285,71.34409961566551,964.9681574455607,11.36141893512103,0.0,6.52981714942939
10,11,pac2t,0.1,16.0,True,0,9.497318815948772,0.07960187504068017,62.251971623754685,0.1985,14.167486368177636,0.2785,23.309217823573672,1393.1993765673246,83.73854200391766,0.0,8.328732043415185
10,11,pac2t,0.03,16.0,True,0,95.77295752777759,0.21463500009849668,62.52820610890702,0.0745,4.067906130797787,0.1235,6.6927687540674885,1579.6953020316244,965.5702589405012,0.0,9.371460418881917
10,11,pac2t,0.01,16.0,True,0,860.334092537168,0.6489398330450058,62.55240097953908,0.0185,1.292432900695744,0.028,2.1263899058577533,1635.9364366662196,8670.140684293789,0.0,10.06669983750876
10,11,pac2t,0.003,16.0,True,0,9563.607529625313,3.405762666836381,62.55029408024482,0.0055,0.36100354139991314,0.011,0.5939451757986374,1655.2749362474483,121079.94546297904,0.0,10.25335917211528
10,11,pac2t_ensemble,1.0,16.0,True,0,1.0111400034013887,0.006046375259757042,61.337247712727375,0.0,3.629979392772533e-05,0.0,3.968483173362278e-05,1649.9598780566394,,,
10,11,pac2t_ensemble,0.3,16.0,True,0,0.6473233575771706,0.10848904075101018,63.22942679977556,0.1515,11.766518920836711,0.1705,15.585984933250828,1412.564387215655,,,
10,11,pac2t_ensemble,0.1,16.0,True,0,6.889925417944106,0.05997295817360282,62.203904337181385,0.1235,6.244369079425058,0.1625,8.15031527910832,1535.3123289165842,,,
10,11,pac2t_ensemble,0.03,16.0,True,0,92.39513173381094,0.01341729098930955,62.47131386622302,0.0185,1.3768249833039699,0.0265,1.8831402430303354,1637.6335311419805,,,
10,11,pac2t_ensemble,0.01,16.0,True,0,856.4167094889734,0.030769208911806345,62.54862848276588,0.0045,0.27395741737724816,0.007,0.34390725876494505,1657.4331445063656,,,
10,11,pac2t_ensemble,0.003,16.0,True,0,9559.098461794329,0.019700624980032444,62.54956896188951,0.0,0.023139720205810642,0.0,0.03057041385670212,1662.4080622896552,,,
10,11,pvi,1.0,1.0,True,0,1.0050232174035036,1.379115667194128,62.55157815244638,0.0015,0.2320266776198186,0.004,0.3817445260909885,1658.1161749867244,259659.8845904347,0.0,10.320628573274401
10,11,pvi,0.3,1.0,True,0,0.6714419790889474,1.376363375224173,62.56074671789106,0.0,0.0696293022578483,0.0005,0.114558400202676,1661.4133303848062,2882586.4018693105,0.0,10.36473020014526
10,11,pvi,0.1,1.0,True,0,7.224615292999818,1.4117570840753615,62.55915406707737,0.0,0.023744496953076687,0.0,0.039065903238391105,1662.4494603379342,24833158.3322209,0.0,10.373491181781853
10,11,pvi,0.03,1.0,True,0,93.05965860411652,1.4327841252088547,62.54925226220051,0.0,0.008213168658364323,0.0,0.013512808998325306,1662.5968275123237,209417477.28725818,0.0,10.373491181781866
10,11,pvi,0.01,1.0,True,0,857.1391908300144,1.347847499884665,62.54758970166972,0.0,0.005890327135662322,0.0,0.009691127606492938,1662.7666594260354,405238020.5433004,0.0,10.373491181781866
10,11,pvi,0.003,1.0,True,0,9559.840744732517,1.2931846249848604,62.549732556573666,0.0,0.004917314806517197,0.0,0.008090268023101447,1662.8081021073563,597603978.491461,0.0,10.373491181781866
10,11,pvi,1.0,16.0,True,0,1.0050224497560416,1.4573097908869386,62.54739004630042,0.0015,0.23329140478388155,0.004,0.38382533281904374,1657.914459221025,257019.4281147002,0.0,10.317688776480853
10,11,pvi,0.3,16.0,True,0,0.5651696410346272,1.470239832997322,62.26285700688498,0.508,44.20304424809669,0.704,72.72556048885711,1024.1476378027378,19.191643321308685,0.0,6.255633479080938
10,11,pvi,0.1,16.0,True,0,0.8087687239421575,1.4470737501978874,60.32153401173753,0.676,67.68635927318748,0.812,111.36175119442515,796.9991264666537,10.086869357012532,0.0,5.719067189285474
10,11,pvi,0.03,16.0,True,0,4.159408278570689,1.4943024581298232,57.83439122659608,0.693,75.9504991882669,0.829,124.95842123165605,700.7910107206056,8.389461895744105,0.0,5.684139135385418
10,11,pvi,0.01,16.0,True,0,36.90230474315948,1.5172856249846518,57.847175215474515,0.7215,78.7236448175215,0.833,129.5209705681409,685.5849663017555,8.006087742759034,0.0,5.648739111808406
10,11,pvi,0.003,16.0,True,0,407.65857256284363,1.5125342500396073,56.93807611015754,0.7935,83.77246168438936,0.8455,137.82759384928224,639.1956203692658,7.539908703603991,0.0,5.5647122278668695
10,12,POPS ellipse,,,True,0,1.6498558908781513,0.010108125396072865,53.506066744158346,0.999,832.7609337705459,0.9995,1074.8506794274147,832.7643834618201,inf,0.0005,5.37524461962882
10,12,Ellipse+EB,,,True,0,1.6498558908781513,0.0069947498850524426,53.506066744158346,1.0,913.0120447788102,1.0,1229.8899270134573,913.0120447788102,5.595315346997524,0.0,5.584379179870044
10,12,Ellipse+PAC,,,True,0,,0.0796634592115879,76.2667724853621,1.0,6839.6551372848435,1.0,20015.034116704046,6839.6551372848435,5.874256280758098,0.0,5.853388248167144
10,12,Bayesian stacking,,,True,0,,0.007072583772242069,56.79796549288592,0.8065,168.41572022031576,0.9695,269.5887552968998,317.53556917644363,5.332280075359924,0.0,5.182085705850391
10,12,pacm,1.0,1.0,True,0,2.3345914206915355,0.010776666924357414,79.10613753531588,0.9085,271.7299882000559,0.975,447.06684866688346,474.4572018227813,5.046763006592237,0.0,5.008957519850496
10,12,pacm,0.3,1.0,True,0,2.9276421151714436,0.01030583307147026,106.54858589232796,0.538,90.84769518739354,0.7775,149.46820211163308,812.7216047370795,9.772381792067403,0.0,5.933787958022664
10,12,pacm,0.1,1.0,True,0,12.968328555581675,0.018599750008434057,110.2527121338712,0.1985,30.630409810794692,0.347,50.395029559289384,1636.1360650139,60.440564113135345,0.0,8.201400500468976
10,12,pacm,0.03,1.0,True,0,132.83744163135086,0.03349154209718108,110.69207006077916,0.0515,9.201376195768248,0.0885,15.138668670651127,2039.42083268391,648.0143651586603,0.0,9.664979919049657
10,12,pacm,0.01,1.0,True,0,1191.3755990260247,0.08092933287844062,110.73081720714666,0.018,3.06737229176406,0.0295,5.046629094016178,2164.471273069006,5823.36414410098,0.0,10.0823170935574
10,12,pacm,0.003,1.0,True,0,13237.893612988211,0.2591815423220396,110.73520558735372,0.0075,0.9231977831615609,0.012,1.5189016359520342,2209.0008891187254,64485.79259620684,0.0,10.247999013245138
10,12,pacm,1.0,4.0,True,0,2.2134862758687968,0.03379433415830135,67.48489085942754,0.969,380.39112821534604,1.0,625.8428231589647,422.46972571250666,5.095050897147818,0.0,5.09315853853613
10,12,pacm,0.3,4.0,True,0,2.0380864788168997,0.04794166563078761,102.84259324334724,0.937,237.22064901121556,0.9515,390.2899665018833,536.8417901661935,5.121435984927161,0.0,4.979233203878675
10,12,pacm,0.1,4.0,True,0,3.9707804163038745,0.06591212516650558,155.1021186053085,0.643,97.3961958965073,0.795,160.24219726361807,1439.9592066152204,6.8199161916258,0.0,5.785765741177768
10,12,pacm,0.03,4.0,True,0,29.601392863728424,0.11939666699618101,160.99062925625515,0.5385,51.63051976892138,0.6865,84.94569893084831,2285.773040676982,16.987444054096574,0.0,6.162970719204753
10,12,pacm,0.01,4.0,True,0,255.5835900079639,0.2899164156988263,166.33576341049556,0.5445,57.9110273415261,0.6935,95.2787753318442,2297.419935973035,15.47020844856854,0.0,6.217612330965804
10,12,pacm,0.003,4.0,True,0,2834.2462012112915,0.5237879999913275,166.44119476363952,0.542,56.53804298057875,0.6905,93.01985722131994,2325.48635904942,16.24468208427763,0.0,6.226230291546779
10,12,pacm,1.0,16.0,True,0,2.1739174045931913,0.046701999846845865,100.30926375478263,0.976,525.0175407530838,1.0,863.7910706657514,547.0527621894913,5.282289357929292,0.0,5.278308719868825
10,12,pacm,0.3,16.0,True,0,1.8801618206632797,0.12429741630330682,197.2750300117489,0.9495,331.76845295070234,0.9735,545.8458145538137,577.9646275421561,5.289287676191829,0.0,5.21460560340102
10,12,pacm,0.1,16.0,True,0,1.9314766022911263,0.18808762496337295,127.48850273285112,0.9515,216.3905055947554,1.0,356.01893651302555,375.0249356807986,4.864753937762677,0.0,4.849685135089461
10,12,pacm,0.03,16.0,True,0,4.051121015217726,0.312479583080858,135.56332584783587,0.8525,112.6330650735967,0.909,185.3108292967369,1110.2617986223088,6.239862847469428,0.0,5.08580206360823
10,12,pacm,0.01,16.0,True,0,21.899473721089024,0.5582675831392407,149.13271411895326,0.6485,71.3352700128138,0.728,117.3651630233403,1839.1243555300875,10.084657579410345,0.0,5.852870219810765
10,12,pacm,0.003,16.0,True,0,250.8420478047492,0.5642627920024097,111.17360120519658,0.799,98.16073354086213,0.9115,161.5000615045618,918.3056788519212,5.937040347447455,0.0,5.038001304412961
10,12,pacm,1.0,64.0,True,0,2.186509494141446,0.1163464579731226,76.470376563734,0.972,524.5416413230959,1.0,863.0080917245735,567.965826311988,5.2689962019938905,0.0,5.264393528336496
10,12,pacm,0.3,64.0,True,0,1.8599269976397448,0.14258179208263755,154.24864990807419,0.924,319.4156921482656,1.0,525.5222945740632,467.2325532009645,5.089890458606189,0.0,5.076326584887023
10,12,pacm,0.1,64.0,True,0,1.8262866147680992,0.26007233280688524,105.02857266878364,0.9495,225.9835372550624,0.977,371.801980784082,429.06977902957897,4.940429691058443,0.0,4.899150041379299
10,12,pacm,0.03,64.0,True,0,2.6849209689690916,0.5822764998301864,101.86296932489283,0.83,197.17810174706548,1.0,324.4095109196362,330.05380393605935,5.1072195593032825,0.0,5.100082921669407
10,12,pacm,0.01,64.0,True,0,7.713982061359803,0.7359351250343025,90.3516793155989,0.607,135.66208538269169,0.765,223.19958646215096,576.4381563798406,6.913696839419204,0.0,6.123823279324925
10,12,pacm,0.003,64.0,True,0,81.82315457823967,0.6613885411061347,84.45928823551361,0.767,153.684520676994,0.9095,252.85120278060663,418.3361305714801,6.327354149599944,0.0,5.438529614544945
10,12,pac2t,1.0,16.0,True,0,2.262325303150564,0.08134054206311703,69.8850019173729,0.9485,301.6977068012721,1.0,496.37157798854366,440.22420966867264,5.034275982547089,0.0,5.022456595127329
10,12,pac2t,0.3,16.0,True,0,2.7566256999056984,0.11105695879086852,101.01236836787325,0.654,105.0579127903085,0.835,172.84772398438514,676.5113838861829,8.091795756393312,0.0,5.611393363024106
10,12,pac2t,0.1,16.0,True,0,12.677832174530398,0.12675962457433343,109.35807510835737,0.2345,34.68324382810842,0.382,57.06300074749856,1553.060354282907,46.608465183530015,0.0,7.98259086213271
10,12,pac2t,0.03,16.0,True,0,132.4495669263531,0.6164550827816129,110.1287872089607,0.056,9.771011282309049,0.0975,16.075867265170594,2018.874673228174,597.7730341103612,0.0,9.596269003231008
10,12,pac2t,0.01,16.0,True,0,1190.9233691105537,2.389716750010848,110.54008773762462,0.02,3.374652620337644,0.033,5.552185543868065,2155.041412131203,5046.435860349736,0.0,10.06201713904407
10,12,pac2t,0.003,16.0,False,0,13237.787445734615,5.390430417377502,110.69577798139824,0.006,0.6625777851526854,0.009,1.0901136248046766,2213.8115980481143,135882.7300267119,0.0,10.262876567379386
10,12,pac2t_ensemble,1.0,16.0,True,0,1.0625789908043712,0.010932916309684515,79.1062517114196,0.0,0.0001291090003590696,0.0,0.000138196103281709,1740.7430171859535,,,
10,12,pac2t_ensemble,0.3,16.0,True,0,1.017109958149696,0.1912210420705378,108.13202594263296,0.138,26.849955577666297,0.164,30.840127375050503,1520.5748733032456,,,
10,12,pac2t_ensemble,0.1,16.0,True,0,10.195327460456973,0.030716583132743835,109.78750591209499,0.066,9.437065381937527,0.091,12.32208216785315,2102.3024125430115,,,
10,12,pac2t_ensemble,0.03,16.0,True,0,129.33228238764013,0.034889624919742346,110.84711701143841,0.014,2.4151855075572994,0.017,3.438311721863245,2167.811299006265,,,
10,12,pac2t_ensemble,0.01,16.0,True,0,1187.2530882535646,0.041207415983080864,110.65580408347324,0.0055,0.9192747930338909,0.007,1.1245260840708988,2209.742235772407,,,
10,12,pac2t_ensemble,0.003,16.0,True,0,13233.077972568182,0.03714175010100007,110.73087936995573,0.0015,0.18046418199356282,0.0015,0.22684469770785864,2225.8262971377276,,,
10,12,pvi,1.0,1.0,True,0,1.0380883190506465,1.3066258332692087,110.74012126003767,0.0035,0.19549669965663946,0.0045,0.3216431650375077,2224.252207319612,487043.31046077,0.0,10.31922298407161
10,12,pvi,0.3,1.0,True,0,1.038829921487964,1.2861106251366436,110.7500617003577,0.0005,0.060954207651734184,0.001,0.10028560229349938,2227.1932098328184,5063539.03363164,0.0,10.350682709273775
10,12,pvi,0.1,1.0,True,0,10.531096082397273,1.2768342909403145,110.7343006305333,0.0,0.021642484564450382,0.0,0.035607543486981155,2227.8327113969294,38849705.08853465,0.0,10.373482756977582
10,12,pvi,0.03,1.0,True,0,129.7983428267263,1.2967070420272648,110.73853792047875,0.0,0.007915878016974288,0.0,0.013023688194747739,2228.1611084587603,297755199.2808642,0.0,10.373491181781866
10,12,pvi,0.01,1.0,True,0,1187.7875610317105,1.3048247499391437,110.73831339136946,0.0,0.013344244858029758,0.0,0.021954770380833176,2228.0434681547404,104515448.70659968,0.0,10.373491181781866
10,12,pvi,0.003,1.0,True,0,13233.73385772277,1.3014450841583312,110.74434896377758,0.0,0.014593190520681348,0.0,0.024009612414486504,2228.0889009466237,85980405.73855081,0.0,10.373491181781866
10,12,pvi,1.0,16.0,True,0,1.0380873458591866,1.4786412501707673,110.74766786481338,0.004,0.2481412830307533,0.005,0.4082572636298165,2223.229432595266,294606.1542904756,0.0,10.312602638348356
10,12,pvi,0.3,16.0,True,0,0.6204639436167967,1.4915886661037803,133.88696820797196,0.454,46.32808907564735,0.6725,76.22181462194709,1859.0853160590977,14.757475416578313,0.0,6.256811530045821
10,12,pvi,0.1,16.0,True,0,1.114202721923025,1.5031795417889953,65.5018838600392,0.7395,68.41217039211143,0.814,112.55590017965172,825.0027858382745,8.504848195527494,0.0,5.536051968898814
10,12,pvi,0.03,16.0,True,0,6.0074910994770105,1.5683314590714872,73.38962402021963,0.757,75.1374274536549,0.788,123.62070572759656,1035.607542951643,9.933670980049804,0.0,5.716693802001852
10,12,pvi,0.01,16.0,True,0,52.04544329683159,1.5741289998404682,73.37205863922844,0.756,77.37739291756363,0.789,127.3060343426152,1035.2357652169023,9.68591775040905,0.0,5.739716244521574
10,12,pvi,0.003,16.0,True,0,622.4852981876301,1.5638174158520997,71.24514698132272,0.766,78.49959735445337,0.8055,129.1523539353976,931.8831571404733,8.31300514388168,0.0,5.62238887526103
10,13,POPS ellipse,,,True,0,0.3130571304528442,0.013539250008761883,43.710580053157756,0.4235,44.60729290269285,0.4695,57.57496196031682,860.3305996181463,inf,0.5085,7.287905301028706
10,13,Ellipse+EB,,,True,0,0.3130571304528442,0.006492834072560072,43.710580053157756,0.6845,85.22894278885235,0.762,142.28443430460123,552.1741399657287,inf,0.0975,5.883961219512357
10,13,Ellipse+PAC,,,True,0,,0.1360817919485271,42.94185137339089,1.0,619.8504215164722,1.0,1201.3121174448002,619.8504215164722,5.101120182807093,0.0,5.10312906733059
10,13,Bayesian stacking,,,True,0,,0.007145875133574009,41.62874833856453,0.6255,74.84985275412356,0.749,116.87893140967147,523.5279499556605,6.901503111716542,0.0,6.1562947269167925
10,13,pacm,1.0,1.0,True,0,2.365331737340619,0.008558040950447321,45.31274989841171,0.722,129.8095621612981,0.8855,213.57065617488408,493.840559217292,5.959634078249748,0.0,5.665674770793305
10,13,pacm,0.3,1.0,True,0,2.570050847482139,0.007458916865289211,45.639244754813795,0.403,39.89649858127623,0.5725,65.64016732831948,943.343433240394,22.76825837704251,0.0,6.852199962508921
10,13,pacm,0.1,1.0,True,0,9.165195292439229,0.015097375027835369,45.673590707387994,0.239,13.329385646817627,0.3005,21.930323094854934,1231.1383288227767,179.86447415667263,0.0,8.137927114947937
10,13,pacm,0.03,1.0,True,0,89.83759701385668,0.03271433291956782,45.67756924617682,0.107,3.999882675933058,0.1455,6.580852392523253,1382.6235252370348,1978.1068446573518,0.0,9.071511276678212
10,13,pacm,0.01,1.0,True,0,803.7889592442593,0.05084375012665987,45.6779194026986,0.032,1.3333568958188735,0.06,2.193720573539108,1434.1163741291855,17795.22122441447,0.0,9.75127837002415
10,13,pacm,0.003,1.0,True,0,8930.63213854878,0.20954379113391042,45.677960230944514,0.0085,0.39994188990780083,0.0145,0.6580089358386149,1453.326129877716,197793.43032193146,0.0,10.2011659229464
10,13,pacm,1.0,4.0,True,0,2.1918043377227674,0.02617737464606762,43.03286448089261,0.916,221.93834617054708,1.0,365.1465842178472,257.41453510961185,5.154183781479947,0.0,5.155160548281712
10,13,pacm,0.3,4.0,True,0,1.9120534113578964,0.04181908303871751,42.964859642650666,0.703,98.15833131502693,0.82,161.49610921522842,481.583229182023,6.207311088706774,0.0,5.676387337831056
10,13,pacm,0.1,4.0,True,0,2.953281927520387,0.06567116593942046,44.99767311145376,0.6295,65.46514156471608,0.702,107.70726753692549,734.5315957705136,10.56052061786777,0.0,6.15185314814924
10,13,pacm,0.03,4.0,True,0,22.091057301842373,0.058952624909579754,44.31863581954899,0.5575,51.911183696637146,0.645,85.40746444495113,781.2906101341841,11.424730361204286,0.0,6.405720198399837
10,13,pacm,0.01,4.0,True,0,194.30584734168144,0.07671570777893066,44.4472281366275,0.557,50.73970818695187,0.6455,83.48008106016316,782.8977693147887,11.441017185333617,0.0,6.40069780670455
10,13,pacm,0.003,4.0,True,0,2171.6818769494444,0.060311457607895136,44.339434943641315,0.5565,51.50168703785684,0.6415,84.73373541712759,800.0322412149892,12.842787354509998,0.0,6.406995142357575
10,13,pacm,1.0,16.0,True,0,2.2229210311279592,0.05138029111549258,47.409588500943066,0.8905,325.750018007951,1.0,535.9439161230024,403.6285956796233,5.380040799333742,0.0,5.375975280964771
10,13,pacm,0.3,16.0,True,0,1.872456514038066,0.05239291675388813,44.408538057692894,0.738,137.80117923293486,0.897,226.71895490935694,439.26254491605704,5.749433752054402,0.0,5.57442761211216
10,13,pacm,0.1,16.0,True,0,1.8457363288561002,0.10624808305874467,43.799215954916235,0.671,86.67942776031732,0.762,142.61031279522896,575.5966885642327,7.323262716735156,0.0,5.892481286137816
10,13,pacm,0.03,16.0,True,0,3.530873153581406,0.14210970792919397,44.918169327295345,0.5985,60.78150497248951,0.7385,100.00146124937638,680.8004947440561,11.242700227412282,0.0,6.000654728021467
10,13,pacm,0.01,16.0,True,0,14.344122897330134,0.15685808286070824,44.65997869349925,0.5955,56.511236973965026,0.726,92.97575433454794,695.7480535012286,13.413373689553188,0.0,5.9845453664308925
10,13,pacm,0.003,16.0,True,0,181.94124864080555,0.20314666675403714,45.03324487670905,0.6175,62.06767519002345,0.751,102.11754740464741,669.4995571802175,12.290140984417464,0.0,5.903976750394924
10,13,pacm,1.0,64.0,True,0,2.2176527710755183,0.0984412501566112,44.89113752847775,0.8895,263.0791678506512,1.0,432.8339882541993,343.0306840887198,5.2944989181928594,0.0,5.291389065011145
10,13,pacm,0.3,64.0,True,0,1.7890735562164561,0.16459595877677202,44.51980121725399,0.831,202.12486700561936,0.943,332.5482326333704,374.30583083316407,5.359500175434673,0.0,5.314266123230083
10,13,pacm,0.1,64.0,True,0,1.7492919235196345,0.2084339577704668,46.21838376719664,0.7215,112.02310890137446,0.8815,184.3072919781412,453.47409395176845,5.885708146585648,0.0,5.622035591042616
10,13,pacm,0.03,64.0,True,0,2.167971590744263,0.40026595816016197,43.25412138669554,0.5805,73.66597373667207,0.6735,121.19977979090274,645.3506152976194,9.06661160900723,0.0,6.325152112729574
10,13,pacm,0.01,64.0,True,0,4.602741181087214,0.5143325831741095,44.47646803810229,0.699,92.97619495173808,0.834,152.97014051871508,506.1142744073304,7.305682665065966,0.0,5.665100880476953
10,13,pacm,0.003,64.0,True,0,29.229859001505307,0.48540608398616314,43.22133416630347,0.7655,113.08449769808524,0.807,186.0535539483382,533.4930005364137,8.739554764855413,0.0,5.655142199997346
10,13,pac2t,1.0,16.0,True,0,2.298114831565976,0.06104604201391339,45.08162444806857,0.7605,154.15585040645547,0.9105,253.6266633701027,424.9535599811087,5.669559983601506,0.0,5.533243609862684
10,13,pac2t,0.3,16.0,True,0,2.406733197729058,0.06024724990129471,45.48493579035511,0.454,48.71074443735524,0.6345,80.14190541160835,877.3706742730732,17.44297007607192,0.0,6.600089323191724
10,13,pac2t,0.1,16.0,True,0,8.843775394167864,0.11852733278647065,45.618907168770946,0.266,16.00102709756033,0.3245,26.325871529030714,1199.2248451144906,135.02374151547434,0.0,8.019248549950968
10,13,pac2t,0.03,16.0,True,0,89.39451317117083,0.3833617498166859,45.664000413676476,0.119,4.654651488967531,0.163,7.658118217277067,1370.9598081712597,1636.8547844965738,0.0,8.929748544534556
10,13,pac2t,0.01,16.0,True,0,803.2920861704168,1.7148880828171968,45.67432197453726,0.041,1.4367910953538394,0.0685,2.363896864852359,1431.9774199440626,15930.566213904176,0.0,9.684813664232617
10,13,pac2t,0.003,16.0,False,0,8930.50097137613,5.525893458165228,45.67809251982168,0.009,0.3581704088721109,0.014,0.5892839323361471,1454.2054692368722,287641.2745743661,0.0,10.196783997468817
