N,repeat,method,sigma,n_samples,converged,n_nonfinite,train_objective,fit_time,rmse,coverage_95.45,width_95.45,coverage_99.9,width_99.9,interval_score,nll,zero_density,nll_floor
10,0,pvi,0.3,1.0,True,0,2.591316985160475,1.2890519588254392,330.2477289437521,0.0,0.02690141267487022,0.0,0.04425985467745703,6863.6858559634675,342769313.31212795,0.0,10.373240796163765
10,0,pvi,0.1,1.0,True,0,24.50349288105631,1.2890827497467399,330.2465058356793,0.0,0.009432948747512394,0.0,0.01551966604098716,6864.093362191435,2788840292.733635,0.0,10.373491181781866
10,0,pvi,0.03,1.0,True,0,285.0471988134151,1.292421791702509,330.24629941755137,0.0,0.0029947405968787136,0.0,0.004927130973252423,6864.269113761892,28986758561.12776,0.0,10.373491181781866
10,0,pvi,0.01,1.0,True,0,2585.0276270207264,1.3132428331300616,330.24655265827437,0.0,0.006250142681560329,0.0,0.010283118219200553,6864.164552271729,5458682429.302888,0.0,10.373491181781866
10,0,pvi,0.003,1.0,True,0,28758.607023485292,1.3381311246193945,330.24470053672025,0.0,0.007660562395828439,0.0,0.012603627269869421,6864.340671370181,3467562609.4532385,0.0,10.372374212518295
10,0,pvi,1.0,16.0,True,0,1.1778195529411946,1.4936742498539388,328.85922008258353,0.001,0.22129225956431903,0.0045,0.3640836028924346,6833.845595157723,4154239.026803116,0.0,10.311878106986244
10,0,pvi,0.3,16.0,True,0,1.2146551983889609,1.531008291989565,107.86901110489025,0.493,42.190150390997296,0.6355,69.41382401341211,2024.730009653678,26.71232323075303,0.0,6.434978481094318
10,0,pvi,0.1,16.0,True,0,1.9804206191111797,1.5527222082018852,88.121589899094,0.5875,50.114902827019804,0.6655,82.45211294687144,1575.3079061667845,17.209542926427797,0.0,6.271571478170317
10,0,pvi,0.03,16.0,True,0,13.64199260208918,1.5827826671302319,84.29303597905377,0.607,53.99512664324033,0.677,88.8360952416882,1474.7556836139047,15.014883240505835,0.0,6.214281780456286
10,0,pvi,0.01,16.0,True,0,109.67165612006198,1.5518053332343698,83.6897266666211,0.606,53.176141776683586,0.6755,87.48865109015114,1460.3061108981506,14.694501289514651,0.0,6.2169310835910645
10,0,pvi,0.003,16.0,True,0,1290.2956009685727,1.5289073754101992,85.28979907731718,0.599,51.72700161161044,0.6635,85.10443677811544,1519.7850927944664,16.44556166433708,0.0,6.285539579483895
10,1,POPS ellipse,,,True,0,0.10471059721181764,0.009889333043247461,42.08091294533237,0.852,114.54461923112547,0.948,147.84358489041833,179.74184287352597,inf,0.037,4.9449440830950175
10,1,Ellipse+EB,,,True,0,0.10471059721181764,0.006064583081752062,42.08091294533237,1.0,149.92576368641176,1.0,231.32808299260896,149.92576368641176,4.733516393766569,0.0,4.7383647791496335
10,1,Ellipse+PAC,,,True,0,,0.1602264167740941,35.3062242617692,1.0,342.4747186006593,1.0,552.5393174333418,342.4747186006593,4.80786983393111,0.0,4.81229766962573
10,1,Bayesian stacking,,,True,0,,0.005965125281363726,39.904882548322504,0.8035,97.57219935103073,0.9355,164.68309579862003,294.93270004834363,5.338702817405927,0.0,5.2423496949206125
10,1,pacm,1.0,1.0,True,0,2.3739169269774525,0.008123749867081642,59.86773216058421,1.0,201.83029955528193,1.0,332.06359219079536,201.83029955528193,5.050047320292691,0.0,5.0536298817265175
10,1,pacm,0.3,1.0,True,0,2.629502507331442,0.006362833082675934,61.8360296178662,0.5395,61.59101983421309,0.832,101.33332476792673,643.4115208518793,6.928195711355676,0.0,5.946068402008087
10,1,pacm,0.1,1.0,True,0,9.666904731167786,0.013299833051860332,62.02658815862125,0.182,20.56328312246153,0.3125,33.83197505987267,1226.272519043895,32.801845354883014,0.0,8.3299643548948
10,1,pacm,0.03,1.0,True,0,95.36936438042795,0.023960750084370375,62.048480207144486,0.032,6.170063832904349,0.058,10.151367584129945,1501.5118230215996,338.40080145305245,0.0,9.849149201534203
10,1,pacm,0.01,1.0,True,0,853.5409606506515,0.05668679112568498,62.05040628429357,0.011,2.0567885072725014,0.018,3.383954647080029,1586.2401492258125,3034.020641730876,0.0,10.20920374454532
10,1,pacm,0.003,1.0,True,0,9483.389295857796,0.08120937505736947,62.050617024374276,0.005,0.6170714643118462,0.0065,1.0152438337024865,1616.2378225852656,33703.78581768894,0.0,10.300646965326992
10,1,pacm,1.0,4.0,True,0,2.274047057467719,0.018110208678990602,55.6952584133184,1.0,277.975305701853,1.0,457.34202820428857,277.975305701853,5.203888855214343,0.0,5.207312570224287
10,1,pacm,0.3,4.0,True,0,1.9636198001399325,0.022914917208254337,69.95331277280354,0.8455,104.4726303658292,0.9755,171.88478142944183,426.16398209119717,5.121156442049651,0.0,5.06995902681734
10,1,pacm,0.1,4.0,True,0,2.8465394228723717,0.045509499963372946,70.49647513122491,0.598,82.31748782273212,0.9035,135.4337815816967,537.737000916942,5.655474161771284,0.0,5.483377905469113
10,1,pacm,0.03,4.0,True,0,17.029557202481,0.07079641614109278,70.06980051913285,0.5985,84.53966236072557,0.8575,139.08983947383155,538.4499776187967,6.136910005801016,0.0,5.70405817164952
10,1,pacm,0.01,4.0,True,0,148.42756827166136,0.08102683303877711,64.40491895031576,0.5945,79.40051597108832,0.862,130.63460051963344,552.0269173213496,6.128011939939082,0.0,5.732164386755347
10,1,pacm,0.003,4.0,True,0,1648.385988711691,0.08325274987146258,68.16610123542083,0.593,81.81666179237966,0.8685,134.6097918682199,552.0175226079358,5.970943330015891,0.0,5.706497187103969
10,1,pacm,1.0,16.0,True,0,2.257282582443615,0.02170712500810623,62.1607803312421,1.0,290.8002379069958,1.0,478.4423935459982,290.8002379069958,5.23643687780213,0.0,5.239476328348994
10,1,pacm,0.3,16.0,True,0,1.812743675991526,0.03563545923680067,69.74851892258549,0.894,141.19208061082318,1.0,232.29787390609505,227.55431151094214,4.956343033638843,0.0,4.951802498055406
10,1,pacm,0.1,16.0,True,0,1.8313753328236908,0.07280233409255743,71.1358350922213,0.845,122.85464436817253,1.0,202.12799870043307,353.8470297432017,5.025862837031127,0.0,4.9982496254500255
10,1,pacm,0.03,16.0,True,0,3.3718594348154127,0.10893483273684978,64.54513607019054,0.8285,108.74371644511896,0.8925,178.91183430093886,534.5709169021451,6.195720382902043,0.0,5.191844312714096
10,1,pacm,0.01,16.0,True,0,15.018844350082281,0.13273833319544792,63.62241572614417,0.6815,86.90602192896381,0.8805,142.98311942424363,566.5532138694066,6.056686663377439,0.0,5.618063861917046
10,1,pacm,0.003,16.0,True,0,135.24059218267374,0.10563370771706104,63.82729875713157,0.6705,91.33268403386583,0.9555,150.26613551849476,534.7704129850533,5.85870453539987,0.0,5.413296720942563
10,1,pacm,1.0,64.0,True,0,2.2475112413605007,0.046433832962065935,58.70828480727371,1.0,302.8476258419472,1.0,498.2634953479121,302.8476258419472,5.248018956791264,0.0,5.2510224174467055
10,1,pacm,0.3,64.0,True,0,1.7979320590714982,0.06732441717758775,69.11071364756772,0.91,140.39007261353427,1.0,230.97836114149874,198.35827800671734,4.864400578243356,0.0,4.864326051895869
10,1,pacm,0.1,64.0,True,0,1.6032937402306704,0.10805875016376376,71.63198993701228,0.8175,105.09180846223381,1.0,172.90349122351643,335.49773954517246,4.958109530880444,0.0,4.940938683071827
10,1,pacm,0.03,64.0,True,0,1.7810098988270742,0.35629091691225767,68.46033165514417,0.8075,122.50861036014457,0.961,201.5586823193984,300.135539653642,5.0834368442955835,0.0,5.06577389755213
10,1,pacm,0.01,64.0,True,0,5.6349312852671325,0.6192498747259378,51.66822754872419,0.8905,178.53522790958237,1.0,293.7371110427347,214.49219387521293,5.02559098195403,0.0,5.027116816269212
10,1,pacm,0.003,64.0,True,0,23.476282719548216,0.4471075418405235,56.46460076195725,0.8345,134.58045079261927,0.9055,221.42001487052832,336.37561389885843,5.502941560964594,0.0,5.373073616958618
10,1,pac2t,1.0,16.0,True,0,2.3312036148500157,0.04916233289986849,62.39373557538255,1.0,224.9783883166821,1.0,370.1482480794248,224.9783883166821,5.11253419872042,0.0,5.1160814073999346
10,1,pac2t,0.3,16.0,True,0,2.4974603124306904,0.043372416868805885,61.97157278622491,0.596,70.12199887860389,0.876,115.36901491270048,555.5165393705863,6.248432758926041,0.0,5.7402734035320515
10,1,pac2t,0.1,16.0,True,0,9.38660106420641,0.10588179202750325,61.73309586166677,0.2,23.472629951467596,0.362,38.61861096685669,1176.043311704231,25.615805407760796,0.0,8.116280559512074
10,1,pac2t,0.03,16.0,True,0,94.93602844335201,0.5545092499814928,61.97371299478399,0.0355,6.768892586687562,0.0765,11.136597391183393,1489.2981034462987,279.114290887744,0.0,9.758688416506322
10,1,pac2t,0.01,16.0,True,0,853.0293091615814,2.4231347092427313,62.060020235323215,0.0105,2.149453655865292,0.018,3.5364130350446557,1584.6865341289395,2834.009984077542,0.0,10.205402309181178
10,1,pac2t,0.003,16.0,False,0,9483.121194370406,5.5660060830414295,62.05690613736697,0.005,0.6205792638307646,0.006,1.0210150806931702,1616.3017092680996,36286.27311832513,0.0,10.3047759113781
