problem,size,seed,method,n_rows,n_units,n_params,units_per_param,failed,fit_time,rmse,coverage_95.45,width_95.45,coverage_99.9,width_99.9,interval_score,nll,zero_density,nll_floor,bound,trivial_bound,lam,empirical,monte_carlo,kl,complexity,concentration,mixture_empirical,outside_support_fraction,pac_test_risk,pvi_lam,converged,n_nonfinite
quartic,50.0,7,POPS hypercube,50,50,5,10.0,False,0.2040955838747322,35.962651695574706,0.786,204.14699909308376,0.984,280.5109425505992,267.17600246853766,,,,,,,,,,,,,,,,,
quartic,50.0,7,POPS ellipse,50,50,5,10.0,False,0.0067355828359723,35.9626516955747,1.0,114.82320897084742,1.0,148.2031627222768,114.82320897084742,4.525475767812544,0.0,4.5315517148150395,,,,,,,,,,,,,,
quartic,50.0,7,Ellipse+EB,50,50,5,10.0,False,0.0065126251429319,35.96265169557469,1.0,129.94184601476536,1.0,185.08850982473916,129.94184601476536,4.575417284697629,0.0,4.581367376159014,,,,,,,,,,,,,,
quartic,50.0,7,Ellipse+PAC,50,50,5,10.0,False,0.1964160413481295,37.922486508929055,1.0,158.8085698198048,1.0,315.2911410030514,158.8085698198048,4.677610426538311,0.0,4.682842026155616,7.720883979706314,9.680344001221918,3.125,4.513437276879737,0.0370722021740956,0.7744574924622056,3.170374500652482,0.0,4.430958793402475,0.015415,4.688116361945492,,,
quartic,50.0,7,Bayesian stacking,50,50,5,10.0,False,0.0301127908751368,36.17983550533298,0.5025,53.19809880061111,0.701,80.88658440242048,457.408473798489,7.0455447569057785,0.0,6.364184540458285,,,,,,,,,,,,,,
quartic,50.0,7,PVI,50,50,5,10.0,False,1.9953184588812292,39.24338225273973,1.0,131.78722510191028,1.0,216.82442858492237,131.78722510191028,4.7385710336983,0.0,4.7439225749532214,,,,,,,,,,,,0.0,True,
quartic,50.0,7,PVI (lamb=1),50,50,5,10.0,False,2.67821529135108,38.373992634838935,0.9935,128.95349728930498,1.0,212.16220572334967,129.97161743530816,4.633375216364101,0.0,4.638702253098939,,,,,,,,,,,,1.0,True,
quartic,50.0,7,POPS ellipse (free center),50,50,5,10.0,False,0.0119758332148194,44.67070029802856,0.953,106.56987591094914,1.0,137.55052486760923,123.79751761887572,4.570576704972527,0.0,4.57523357143503,,,,,,,,,,,,,,
quartic,50.0,7,Ellipse+EB (free center),50,50,5,10.0,False,0.0117026250809431,44.555856481810906,0.9975,126.36354077848252,1.0,183.7876890173312,126.56269925267804,4.594804393621279,0.0,4.600162736728206,,,,,,,,,,,,,,
quartic,50.0,7,Ellipse+PAC (free center),50,50,5,10.0,False,0.2490736250765621,45.491147630145576,1.0,189.4717728048595,1.0,359.0361531421299,189.4717728048595,4.665878079174912,0.0,4.670711966719983,8.235609920713555,9.680344001221918,3.125,4.8100973696696405,0.0527208533302352,2.76002846446562,3.3727916977136796,0.0,4.368040029543718,0.062525,,,,
quartic,50.0,8,Bayesian ridge,50,50,5,10.0,False,0.0006674998439848,36.60430981761949,0.096,14.596532349631744,0.1495,24.01511059651533,1000.6632106564696,589.1451463115457,0.0,9.323722741078136,,,,,,,,,,,,,,
quartic,50.0,8,POPS hypercube,50,50,5,10.0,False,0.1782295000739395,36.60430981761949,0.8075,187.4226059945385,0.986,258.5064106253455,247.58918275002023,,,,,,,,,,,,,,,,,
quartic,50.0,8,POPS ellipse,50,50,5,10.0,False,0.004528250079602,36.604309817619495,1.0,114.80207997547082,1.0,148.1758913721027,114.80207997547082,4.5578715056404615,0.0,4.563747894610477,,,,,,,,,,,,,,
quartic,50.0,8,Ellipse+EB,50,50,5,10.0,False,0.004428292158991,36.604309817619495,1.0,131.31606700048806,1.0,187.7456516616792,131.31606700048806,4.657735116281728,0.0,4.663518590892452,,,,,,,,,,,,,,
quartic,50.0,8,Ellipse+PAC,50,50,5,10.0,False,0.1877690418623387,36.743879026454856,1.0,178.7233497867859,1.0,496.1476459609906,178.7233497867859,4.72160021364362,0.0,4.726939414531792,7.996502356374521,9.680344001221918,2.34375,4.881018438190511,0.0380722741808558,0.7317661232086076,3.077411644003154,0.0,4.7845732979120275,0.013,4.732315936425063,,,
quartic,50.0,8,Bayesian stacking,50,50,5,10.0,False,0.026130124926567,36.36035583706517,0.419,41.00261379604256,0.6305,67.32743009772216,619.6387383761116,8.493381482146411,0.0,6.731178494203946,,,,,,,,,,,,,,
quartic,50.0,8,PVI,50,50,5,10.0,False,1.964171125087887,35.2809882676079,1.0,137.26410276360343,1.0,225.83532374951693,137.26410276360343,4.841700406536388,0.0,4.847146786584546,,,,,,,,,,,,0.0,True,
quartic,50.0,8,PVI (lamb=1),50,50,5,10.0,False,2.6238948754034936,35.30624881584974,1.0,134.61799536408049,1.0,221.4817855030577,134.61799536408049,4.797547876898502,0.0,4.803072892167665,,,,,,,,,,,,1.0,True,
quartic,50.0,8,POPS ellipse (free center),50,50,5,10.0,False,0.0067855003289878,37.48995336420451,1.0,119.0306085198363,1.0,153.63368435274916,119.0306085198363,4.56163031317098,0.0,4.567418370297892,,,,,,,,,,,,,,
quartic,50.0,8,Ellipse+EB (free center),50,50,5,10.0,False,0.0068916250020265,37.503093603300535,1.0,137.6136065015541,1.0,198.804876502022,137.6136065015541,4.62917130080023,0.0,4.634821445938461,,,,,,,,,,,,,,
quartic,50.0,8,Ellipse+PAC (free center),50,50,5,10.0,False,0.2211393751204013,37.634224125616406,1.0,217.17402445697692,1.0,499.39445818784736,217.17402445697692,4.695289488337007,0.0,4.7004632943220015,8.436556369445348,9.680344001221918,4.6875,5.070742267438764,0.0513554647666316,3.084922225985356,3.3144586372399525,0.0,4.698035632577231,0.0481749999999999,,,,
quartic,50.0,9,Bayesian ridge,50,50,5,10.0,False,0.0007441248744726,35.633242673153894,0.1115,16.62446173593437,0.174,27.35158444711518,923.5577374782137,341.2969963493373,0.0,9.173539404985211,,,,,,,,,,,,,,
quartic,50.0,9,POPS hypercube,50,50,5,10.0,False,0.1876736669801175,35.633242673153894,0.776,160.315219898223,0.971,216.592834624594,202.65036089141108,,,,,,,,,,,,,,,,,
quartic,50.0,9,POPS ellipse,50,50,5,10.0,False,0.0102560832165181,35.63324267315391,0.989,100.3582892882105,1.0,129.5331841987295,102.90786012962069,4.5335055031555385,0.0,4.53931725458706,,,,,,,,,,,,,,
quartic,50.0,9,Ellipse+EB,50,50,5,10.0,False,0.0100797079503536,35.633242673153916,1.0,116.36884057397296,1.0,169.2122593975373,116.36884057397296,4.563240519573669,0.0,4.569156538010539,,,,,,,,,,,,,,
quartic,50.0,9,Ellipse+PAC,50,50,5,10.0,False,0.17631920799613,35.45655096671155,1.0,191.56145803997416,1.0,368.8374474258915,191.56145803997416,4.677812765052324,0.0,4.683070245790417,7.894184963948016,9.680344001221918,4.6875,4.710558337803111,0.037361251342542,0.9068941941450096,3.1462653748023635,0.0,4.657941474172402,0.0062,4.68836722974442,,,
quartic,50.0,9,Bayesian stacking,50,50,5,10.0,False,0.0277174171060323,35.13476462871055,0.4765,51.26805344709109,0.678,77.66792829861976,500.8197992031616,8.036692998199875,0.0,6.592270902980912,,,,,,,,,,,,,,
quartic,50.0,9,PVI,50,50,5,10.0,False,1.962441625073552,35.033101505988945,1.0,141.52527998188287,1.0,232.84607395491855,141.52527998188287,4.929591043400617,0.0,4.934856110051658,,,,,,,,,,,,0.0,True,
quartic,50.0,9,PVI (lamb=1),50,50,5,10.0,False,2.596760665997863,35.05982739266351,1.0,146.48407364383496,1.0,241.00458553593,146.48407364383496,4.939675492064797,0.0,4.944921501910908,,,,,,,,,,,,1.0,True,
quartic,50.0,9,POPS ellipse (free center),50,50,5,10.0,False,0.0107399998232722,37.751358928684695,0.982,103.10592722491624,1.0,133.07958074943804,103.40023869595808,4.52209868225376,0.0,4.527871458016053,,,,,,,,,,,,,,
quartic,50.0,9,Ellipse+EB (free center),50,50,5,10.0,False,0.0108440001495182,37.68338855102435,1.0,124.40634492942397,1.0,185.744587049126,124.40634492942397,4.575842699466162,0.0,4.581580157168909,,,,,,,,,,,,,,
quartic,50.0,9,Ellipse+PAC (free center),50,50,5,10.0,False,0.2077998332679271,37.43864820356284,1.0,220.29050791616623,1.0,408.77148155965074,220.29050791616623,4.658146510434535,0.0,4.663519907764401,8.42812749920806,9.680344001221918,6.25,4.989966058465018,0.0467912555374921,3.4897122806235377,3.39137018520555,0.0,4.7111229503211325,0.03295,,,,
quartic,50.0,10,Bayesian ridge,50,50,5,10.0,False,0.0007226672023534,36.24050180735103,0.1365,21.045117571252483,0.2255,34.624718658130284,856.0418558127052,325.304686054069,0.0,8.946575048024538,,,,,,,,,,,,,,
quartic,50.0,10,POPS hypercube,50,50,5,10.0,False,0.1761840004473924,36.24050180735103,0.783,211.6877020303211,0.966,297.1628025276039,243.56491062636823,,,,,,,,,,,,,,,,,
quartic,50.0,10,POPS ellipse,50,50,5,10.0,False,0.0089369579218328,36.24050180735103,0.98,119.66779452723416,1.0,154.45610503220183,120.20086288213078,4.568548929631608,0.0,4.574302966835358,,,,,,,,,,,,,,
quartic,50.0,10,Ellipse+EB,50,50,5,10.0,False,0.007638166192919,36.24050180735103,1.0,137.53040659633996,1.0,197.85271908655344,137.53040659633996,4.618366740408705,0.0,4.624037244391065,,,,,,,,,,,,,,
quartic,50.0,10,Ellipse+PAC,50,50,5,10.0,False,0.1340216659009456,36.02156630501833,1.0,176.77962631350923,1.0,262.7772212050943,176.77962631350923,4.705952009414835,0.0,4.71101055330019,7.773651685828272,9.680344001221918,4.6875,4.6788542100986215,0.0341071406408586,0.2251975426115516,3.060690335088792,0.0,4.646422730648531,0.00307,4.716107565973942,,,
quartic,50.0,10,Bayesian stacking,50,50,5,10.0,False,0.0270325420424342,34.93817213534857,0.553,59.95402903488045,0.7345,88.92171192522545,396.5885489660286,6.812779197320606,0.0,6.1676295007417785,,,,,,,,,,,,,,
quartic,50.0,10,PVI,50,50,5,10.0,False,1.988162875175476,39.19265735542582,0.986,141.27349246648703,1.0,232.4318176860859,150.91484496400162,4.893875560126618,0.0,4.898358344062005,,,,,,,,,,,,0.0,True,
quartic,50.0,10,PVI (lamb=1),50,50,5,10.0,False,2.5856171250343323,38.69439710007058,0.985,137.13723011789205,1.0,225.6265850884809,152.91078454783653,4.859764932177608,0.0,4.864013597931846,,,,,,,,,,,,1.0,True,
quartic,50.0,10,POPS ellipse (free center),50,50,5,10.0,False,0.0099164168350398,47.765919295836895,0.9645,124.97958612512056,1.0,161.31207362587045,125.44890069928162,4.564928848558238,0.0,4.570479762524229,,,,,,,,,,,,,,
quartic,50.0,10,Ellipse+EB (free center),50,50,5,10.0,False,0.0095794168300926,47.94218760700399,1.0,150.8070803076287,1.0,222.36265879691769,150.8070803076287,4.60401668980829,0.0,4.609405516906769,,,,,,,,,,,,,,
quartic,50.0,10,Ellipse+PAC (free center),50,50,5,10.0,False,0.1900493339635431,43.11354242771651,1.0,230.96291920972095,1.0,405.4171746805586,230.96291920972095,4.719363574935891,0.0,4.723964131148301,8.386399025377855,9.680344001221918,4.6875,5.071558721958517,0.0492535729914772,2.627387348530317,3.265586730427862,0.0,4.688715187981702,0.046795,,,,
quartic,50.0,11,Bayesian ridge,50,50,5,10.0,False,0.0007681250572204,35.2511281303399,0.122,18.094863566495224,0.1835,29.770779755727528,898.9921646922742,475.3610278925218,0.0,9.142303867775816,,,,,,,,,,,,,,
quartic,50.0,11,POPS hypercube,50,50,5,10.0,False,0.1784801250323653,35.2511281303399,0.8555,226.9651036085615,1.0,312.52215344072454,245.78209428303984,,,,,,,,,,,,,,,,,
quartic,50.0,11,POPS ellipse,50,50,5,10.0,False,0.0087267500348389,35.2511281303399,1.0,118.47857519493444,1.0,152.9211708686562,118.47857519493444,4.5899530813584,0.0,4.595758903502635,,,,,,,,,,,,,,
quartic,50.0,11,Ellipse+EB,50,50,5,10.0,False,0.0092389583587646,35.2511281303399,1.0,131.45674623028498,1.0,184.710009507772,131.45674623028498,4.624488814212891,0.0,4.630273059912851,,,,,,,,,,,,,,
quartic,50.0,11,Ellipse+PAC,50,50,5,10.0,False,0.1360916658304631,36.86786905307573,1.0,252.93657004020395,1.0,383.4229767702942,252.93657004020395,4.74308446929585,0.0,4.748004017246803,7.978944606160588,9.680344001221918,3.125,5.003537451303959,0.0321128993477379,0.0113454889092508,2.943294255508891,0.0,4.999039551544238,2e-05,4.752960019860308,,,
quartic,50.0,11,Bayesian stacking,50,50,5,10.0,False,0.0282729999162256,34.789984932288355,0.4995,54.88765906344637,0.7105,84.23900864464184,426.1363686896259,7.123693675606708,0.0,6.379252414518708,,,,,,,,,,,,,,
quartic,50.0,11,PVI,50,50,5,10.0,False,2.052473083138466,35.218494465015134,1.0,151.29711207803334,1.0,248.9232916733825,151.29711207803334,4.966706940837361,0.0,4.97192472693094,,,,,,,,,,,,0.0,True,
quartic,50.0,11,PVI (lamb=1),50,50,5,10.0,False,2.549292583949864,35.0994839941566,1.0,149.19508102498378,1.0,245.4649012141192,149.19508102498378,4.945891587959066,0.0,4.951175166538775,,,,,,,,,,,,1.0,True,
quartic,50.0,11,POPS ellipse (free center),50,50,5,10.0,False,0.0176567076705396,41.07185013552794,0.994,116.31834391634874,1.0,150.13294442412897,116.32778859399494,4.543113507835753,0.0,4.548871948324168,,,,,,,,,,,,,,
quartic,50.0,11,Ellipse+EB (free center),50,50,5,10.0,False,0.0188034577295184,41.18637328028464,1.0,133.97400239509685,1.0,191.452694100419,133.97400239509685,4.586940994744761,0.0,4.592650582283271,,,,,,,,,,,,,,
quartic,50.0,11,Ellipse+PAC (free center),50,50,5,10.0,False,0.1810778337530791,38.68197702448411,1.0,285.72718657280996,1.0,517.8321552934244,285.72718657280996,4.754490989958534,0.0,4.7593082626842405,8.545008578489949,9.680344001221918,6.25,5.2609677064685485,0.0475986359767888,3.1348210287427523,3.236442236044612,0.0,4.994154902996545,0.030175,,,,
quartic,50.0,12,Bayesian ridge,50,50,5,10.0,False,0.0007988750003278,36.43475799337938,0.0985,15.308117014072264,0.162,25.18585334595708,983.0033142396536,409.0785907331319,0.0,9.276357854810255,,,,,,,,,,,,,,
quartic,50.0,12,POPS hypercube,50,50,5,10.0,False,0.2012789170257747,36.43475799337938,0.775,167.57449602295085,0.982,236.7684870631374,260.27887738922664,,,,,,,,,,,,,,,,,
quartic,50.0,12,POPS ellipse,50,50,5,10.0,False,0.0048301657661795,36.43475799337938,1.0,112.35575863083685,1.0,145.01840636920736,112.35575863083685,4.561292734246691,0.0,4.5671404699503535,,,,,,,,,,,,,,
quartic,50.0,12,Ellipse+EB,50,50,5,10.0,False,0.0053690830245614,36.43475799337939,1.0,129.92025854573996,1.0,188.25221731761297,129.92025854573996,4.637213369659931,0.0,4.6429891704492325,,,,,,,,,,,,,,
quartic,50.0,12,Ellipse+PAC,50,50,5,10.0,False,0.135602000169456,36.1797229311365,1.0,123.0962879764831,1.0,175.20936310723891,123.0962879764831,4.606382039355443,0.0,4.612096736525833,7.8023658212282,9.680344001221918,4.6875,4.7670509006131265,0.0324486925750228,0.0229340766994615,3.0028662280400504,0.0,4.756123586044755,0.000405,4.617852339174689,,,
quartic,50.0,12,Bayesian stacking,50,50,5,10.0,False,0.0908251251094043,35.45955322631996,0.529,53.01463101963224,0.707,80.56911381347851,468.73665811412576,7.402018523292163,0.0,6.259785443009746,,,,,,,,,,,,,,
quartic,50.0,12,PVI,50,50,5,10.0,False,2.0644993749447167,35.76573391124976,1.0,153.31589575914634,1.0,252.2447184486667,153.31589575914634,4.977359320938423,0.0,4.982512902984362,,,,,,,,,,,,0.0,True,
quartic,50.0,12,PVI (lamb=1),50,50,5,10.0,False,2.558193082921207,35.69932377420303,1.0,152.2863820162373,1.0,250.55089927268844,152.2863820162373,4.994752953320153,0.0,4.999801501896445,,,,,,,,,,,,1.0,True,
quartic,50.0,12,POPS ellipse (free center),50,50,5,10.0,False,0.0093467500992119,36.7192247447232,1.0,110.87992151301866,1.0,143.11353251588108,110.87992151301866,4.551335056569307,0.0,4.557203732754889,,,,,,,,,,,,,,
quartic,50.0,12,Ellipse+EB (free center),50,50,5,10.0,False,0.0111700417473912,36.754858591001174,1.0,128.73062396596114,1.0,187.07964588390507,128.73062396596114,4.598651867727933,0.0,4.604423314068881,,,,,,,,,,,,,,
quartic,50.0,12,Ellipse+PAC (free center),50,50,5,10.0,False,0.1802422502078116,38.6294280463821,1.0,164.72832477568886,1.0,290.1848279214081,164.72832477568886,4.693483707230134,0.0,4.698799527311779,8.393498969505984,9.680344001221918,4.6875,5.071644695769478,0.0519357428228073,2.689916429102828,3.2699185309136984,0.0,4.699003470174398,0.048,,,,
quartic,50.0,13,Bayesian ridge,50,50,5,10.0,False,0.0006755841895937,36.3351287067635,0.1065,16.535373633143312,0.171,27.205011234374343,950.1889569344094,336.0811973570869,0.0,9.212713881706655,,,,,,,,,,,,,,
quartic,50.0,13,POPS hypercube,50,50,5,10.0,False,0.1870349170640111,36.3351287067635,0.766,172.51039065589768,0.8815,242.03456302085175,220.89974005032235,,,,,,,,,,,,,,,,,
quartic,50.0,13,POPS ellipse,50,50,5,10.0,False,0.0071457079611718,36.335128706763506,0.9255,110.72520109732064,1.0,142.91383373416554,112.8270961262016,4.589850282378986,0.0,4.595653901349071,,,,,,,,,,,,,,
quartic,50.0,13,Ellipse+EB,50,50,5,10.0,False,0.0082574170082807,36.33512870676352,1.0,126.01448957140973,1.0,181.1923826573537,126.01448957140973,4.620802356784109,0.0,4.626577829183285,,,,,,,,,,,,,,
quartic,50.0,13,Ellipse+PAC,50,50,5,10.0,False,0.2196471253409981,36.09942433071244,0.9425,136.07718681045267,1.0,288.47397110592846,142.77813781143365,4.75457917783631,0.0,4.759695654169221,8.142687804836397,9.680344001221918,4.6875,4.919386099507296,0.0381254388415192,1.7454814076119638,3.1851762664875825,0.0,4.839180062731867,0.00826,4.7648499918539065,,,
quartic,50.0,13,Bayesian stacking,50,50,5,10.0,False,0.0252196248620748,37.99324966700728,0.4295,50.33137541405858,0.693,79.28649226084413,551.1136767684083,7.919455697626565,0.0,6.5935801761104775,,,,,,,,,,,,,,
quartic,50.0,13,PVI,50,50,5,10.0,False,2.0178391658701003,38.107768892139624,1.0,125.59900947535664,1.0,206.64319655617135,125.59900947535664,4.840924340725602,0.0,4.845830883944255,,,,,,,,,,,,0.0,True,
quartic,50.0,13,PVI (lamb=1),50,50,5,10.0,False,2.5595420408062637,37.35616294059045,1.0,132.60669962456453,1.0,218.17267834871396,132.60669962456453,4.887750958506481,0.0,4.89272728517347,,,,,,,,,,,,1.0,True,
quartic,50.0,13,POPS ellipse (free center),50,50,5,10.0,False,0.0084173749200999,50.17505044816861,0.871,101.15931226323303,0.9025,130.56707046071062,279.51898999406876,inf,0.0795,5.027259329782133,,,,,,,,,,,,,,
quartic,50.0,13,Ellipse+EB (free center),50,50,5,10.0,False,0.0085347909480333,49.84766975815835,0.9085,125.08096716411669,0.9665,186.1069915480513,218.89689947636705,4.912987852242579,0.0,4.894934007497301,,,,,,,,,,,,,,
quartic,50.0,13,Ellipse+PAC (free center),50,50,5,10.0,False,0.173454999923706,49.13315035139475,0.952,155.68823762673478,1.0,252.21181607600263,169.14448894011625,4.687287382686582,0.0,4.691095221185224,8.37993139486679,9.680344001221918,6.25,4.996277440320896,0.0481184903896766,3.004418943769556,3.3355354641562185,0.0,4.716205430046959,0.02534,,,,
quartic,50.0,14,Bayesian ridge,50,50,5,10.0,False,0.0006393338553607,36.65699350208672,0.114,18.377998037594697,0.1885,30.236609959386232,940.9253641182662,475.9358119630531,0.0,9.164733812540254,,,,,,,,,,,,,,
quartic,50.0,14,POPS hypercube,50,50,5,10.0,False,0.1839602082036435,36.65699350208672,0.739,193.9126145148928,0.9235,280.98897640827215,255.1415893729581,,,,,,,,,,,,,,,,,
quartic,50.0,14,POPS ellipse,50,50,5,10.0,False,0.008076749742031,36.65699350208672,1.0,115.85540258592188,1.0,149.53542263442236,115.85540258592188,4.5870132090709355,0.0,4.592787528990548,,,,,,,,,,,,,,
quartic,50.0,14,Ellipse+EB,50,50,5,10.0,False,0.0080084172077476,36.65699350208673,1.0,130.19129039946256,1.0,185.61794029337617,130.19129039946256,4.6276073262079755,0.0,4.633328382971308,,,,,,,,,,,,,,
quartic,50.0,14,Ellipse+PAC,50,50,5,10.0,False,0.144616583827883,36.2163354983616,1.0,159.74153276283872,1.0,233.05635952445587,159.74153276283872,4.660060343029905,0.0,4.6654650753910945,7.7948147344135394,9.680344001221918,4.6875,4.754751119809999,0.0312959591344454,0.0078826745227618,3.008767655469095,0.0,4.745118916619507,9.5e-05,4.670908417648215,,,
quartic,50.0,14,Bayesian stacking,50,50,5,10.0,False,0.0258908341638743,37.121458101940675,0.456,53.12748149491097,0.6655,82.4835242068552,526.557062321789,7.672569525623397,0.0,6.637096820967729,,,,,,,,,,,,,,
quartic,50.0,14,PVI,50,50,5,10.0,False,2.205598708242178,35.69303862774489,1.0,146.83851898805597,1.0,241.58774076334964,146.83851898805597,4.961923482996352,0.0,4.967131180065676,,,,,,,,,,,,0.0,True,
quartic,50.0,14,PVI (lamb=1),50,50,5,10.0,False,2.618146332912147,35.34657442235473,1.0,141.3006628608505,1.0,232.47652008594096,141.3006628608505,4.9079835836944525,0.0,4.913291084278051,,,,,,,,,,,,1.0,True,
quartic,50.0,14,POPS ellipse (free center),50,50,5,10.0,False,0.013921707868576,47.00743760912924,0.809,119.36852441031344,0.906,154.06983488496024,156.81605002280935,inf,0.082,5.180929175230576,,,,,,,,,,,,,,
quartic,50.0,14,Ellipse+EB (free center),50,50,5,10.0,False,0.0156293748877942,46.87432862791881,0.933,149.84314674473092,1.0,224.1670948282442,160.29639569717173,4.715999757649442,0.0,4.720507954488843,,,,,,,,,,,,,,
quartic,50.0,14,Ellipse+PAC (free center),50,50,5,10.0,False,0.1905852081254124,44.89810973116581,0.9325,199.19077690322405,1.0,330.02148236858693,208.9870736807962,4.781183554535908,0.0,4.785295494964817,8.319178876786202,9.680344001221918,4.6875,4.947530553922007,0.0502188174707901,2.727942582794218,3.321429505393404,0.0,4.544126864311831,0.05275,,,,
quartic,50.0,15,Bayesian ridge,50,50,5,10.0,False,0.0008192919194698,36.23087343189618,0.1115,17.352991735376147,0.1805,28.550206701387435,935.771292897256,687.8571649036663,0.0,9.198884294601932,,,,,,,,,,,,,,
quartic,50.0,15,POPS hypercube,50,50,5,10.0,False,0.1905355001799762,36.23087343189618,0.822,244.22304154364804,0.961,339.2869077108712,284.9895463319537,,,,,,,,,,,,,,,,,
quartic,50.0,15,POPS ellipse,50,50,5,10.0,False,0.0057588326744735,36.23087343189618,0.98,125.16294749858118,1.0,161.54873950301783,125.36151533192596,4.589898898056054,0.0,4.595613745544867,,,,,,,,,,,,,,
quartic,50.0,15,Ellipse+EB,50,50,5,10.0,False,0.0059388750232756,36.230873431896185,1.0,136.91435857933718,1.0,189.54817252758332,136.91435857933718,4.62737289799097,0.0,4.633042787444572,,,,,,,,,,,,,,
quartic,50.0,15,Ellipse+PAC,50,50,5,10.0,False,0.144356916192919,36.4444748298613,0.958,163.1148242914197,1.0,234.92394079664024,165.13453476976989,4.728281499777184,0.0,4.733384729701409,7.795522884528728,9.680344001221918,1.5625,4.758684256442632,0.0321117049138792,0.0048311864954563,3.004726923172217,0.0,4.7378219490638385,0.002745,4.7385270369935695,,,
quartic,50.0,15,Bayesian stacking,50,50,5,10.0,False,0.026847125031054,35.97653041731839,0.431,43.70885090276961,0.599,69.97151729613303,601.9419583226976,8.51519142513868,0.0,6.8715272022687355,,,,,,,,,,,,,,
quartic,50.0,15,PVI,50,50,5,10.0,False,2.225362000055611,35.612977756097536,1.0,135.8913252104282,1.0,223.5767458918281,135.8913252104282,4.8308804681936,0.0,4.836279957511088,,,,,,,,,,,,0.0,True,
quartic,50.0,15,PVI (lamb=1),50,50,5,10.0,False,2.6146047497168183,35.846952660360344,1.0,144.72659265106057,1.0,238.11306997581033,144.72659265106057,4.907794239612795,0.0,4.913037587789639,,,,,,,,,,,,1.0,True,
quartic,50.0,15,POPS ellipse (free center),50,50,5,10.0,False,0.0115792909637093,38.756538570740304,0.9315,118.37833960712466,0.9575,152.79179605616065,126.7765025751727,inf,0.034,4.830880206607346,,,,,,,,,,,,,,
quartic,50.0,15,Ellipse+EB (free center),50,50,5,10.0,False,0.0106078749522566,38.67928126780677,0.9765,135.24555211188013,1.0,193.5269929630447,135.7282722150473,4.6050163624341165,0.0,4.610729689179383,,,,,,,,,,,,,,
quartic,50.0,15,Ellipse+PAC (free center),50,50,5,10.0,False,0.1789730829186737,50.099719922263475,1.0,181.50167829851765,1.0,311.8671519372014,181.50167829851765,4.653251636836579,0.0,4.658299251749193,8.41494737835539,9.680344001221918,4.6875,5.1014535578435645,0.0516202005278297,2.711205271805752,3.261873619983996,0.0,4.736543446614082,0.045115,,,,
quartic,50.0,16,Bayesian ridge,50,50,5,10.0,False,0.0008335411548614,35.72693576611477,0.1245,19.5330128507596,0.1945,32.136911196307636,894.4511748540614,544.9120242846985,0.0,9.1152932724,,,,,,,,,,,,,,
quartic,50.0,16,POPS hypercube,50,50,5,10.0,False,0.1717145419679582,35.72693576611477,0.84,224.28765716340683,0.9805,309.93904327959893,268.4398545930212,,,,,,,,,,,,,,,,,
quartic,50.0,16,POPS ellipse,50,50,5,10.0,False,0.0058086249046027,35.72693576611477,1.0,118.9702424294429,1.0,153.55576939463515,118.9702424294429,4.561697350396828,0.0,4.567593095056721,,,,,,,,,,,,,,
quartic,50.0,16,Ellipse+EB,50,50,5,10.0,False,0.0056409169919788,35.72693576611477,1.0,134.3412253550212,1.0,189.40948506570228,134.3412253550212,4.655810278095294,0.0,4.66159818067596,,,,,,,,,,,,,,
quartic,50.0,16,Ellipse+PAC,50,50,5,10.0,False,0.1920476667582988,38.4857633917399,1.0,163.49186509675235,1.0,320.50965060663077,163.49186509675235,4.709393676252226,0.0,4.7146979017733175,8.049558366384211,9.680344001221918,1.7578125,4.837362329351519,0.0337754794140031,1.394412679220456,3.1784205576186895,0.0,4.790932241375128,0.008115,4.720045503204881,,,
quartic,50.0,16,Bayesian stacking,50,50,5,10.0,False,0.0360564170405268,37.5086607634457,0.3765,47.80222327396088,0.6955,74.91011087898099,576.750400025134,8.299455786166035,0.0,6.790260943477066,,,,,,,,,,,,,,
quartic,50.0,16,PVI,50,50,5,10.0,False,2.077861042227596,37.59156285216029,1.0,137.562106346639,1.0,226.32561752843205,137.562106346639,4.875413930214959,0.0,4.880609992025686,,,,,,,,,,,,0.0,True,
quartic,50.0,16,PVI (lamb=1),50,50,5,10.0,False,2.681125707924366,37.47387718869746,1.0,136.2950077741301,1.0,224.24090921370308,136.2950077741301,4.834827437811655,0.0,4.840178561658518,,,,,,,,,,,,1.0,True,
quartic,50.0,16,POPS ellipse (free center),50,50,5,10.0,False,0.0090695424005389,51.89821773740831,0.7695,110.14906271745645,0.9095,142.17020767784058,152.27959576511574,inf,0.035,5.087324021792272,,,,,,,,,,,,,,
quartic,50.0,16,Ellipse+EB (free center),50,50,5,10.0,False,0.0093476250767707,51.82147635135414,0.968,135.167489546498,1.0,198.4215585977151,136.11049407358172,4.663275889611416,0.0,4.668123125212118,,,,,,,,,,,,,,
quartic,50.0,16,Ellipse+PAC (free center),50,50,5,10.0,False,0.2784955836832523,59.467295169862936,1.0,280.2827400601939,1.0,523.4382230331098,280.2827400601939,4.880721701701426,0.0,4.8849337506512,8.509372018017,9.680344001221918,1.953125,5.30951520195808,0.0482409712837709,2.4254241969178403,3.151615844775148,0.0,5.015035104717583,0.037695,,,,
quartic,50.0,17,Bayesian ridge,50,50,5,10.0,False,0.0007579997181892,38.199411779704405,0.109,16.66908577669754,0.1805,27.42500265690101,937.0893658797634,522.6996091144432,0.0,9.160173126736042,,,,,,,,,,,,,,
